title,man,description
РАСИЛЕЗ,NOVARTIS PHARMA (CHE),"таб., покр. пленочной оболочкой, 300 мг: 7, 14, 28, 56, 84, 98 или 280 шт."
РАСИЛЕЗ,NOVARTIS PHARMA STEIN (CHE),"таб., покр. пленочной оболочкой, 300 мг: 7, 14, 28, 56, 84, 98 или 280 шт."
РАСТАН®,ФАРМСТАНДАРТ-УфаВИТА (RUS),лиофилизат д/пригот. р-ра д/п/к введения 4 МЕ: фл. в компл. с растворителем
РАСТВОР ПИКАМИЛОНА® ДЛЯ ИНЪЕКЦИЙ,БИОХИМИК (RUS),р-р д/в/в и в/м введения 100 мг/2 мл: амп. 10 шт.
РАСТВОР ПИКАМИЛОНА® ДЛЯ ИНЪЕКЦИЙ,БИВИТЕХ (RUS),р-р д/в/в и в/м введения 100 мг/2 мл: амп. 10 шт.
РАСТВОР ПИКАМИЛОНА® ДЛЯ ИНЪЕКЦИЙ,БИОХИМИК (RUS),р-р д/в/в и в/м введения 200 мг/2 мл: амп. 10 шт.
РАСТВОР ПИКАМИЛОНА® ДЛЯ ИНЪЕКЦИЙ,БИВИТЕХ (RUS),р-р д/в/в и в/м введения 200 мг/2 мл: амп. 10 шт.
РАСТВОР РИНГЕРА,HEMOFARM (RS),р-р д/инф.: фл. 500 мл 1 или 10 шт.
РАСТВОР ХАРТМАНА,HEMOFARM (RS),р-р д/инф.: фл. 500 мл 1 или 10 шт.
РАСТОЦИН,PLIVA HRVATSKA (HOR),лиофилизат д/пригот. р-ра д/внутрисосудистого и внутрипузырного введен. 10 мг: фл. 10 шт.
РАУНАТИН,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 2 мг: 50 шт."
РАУНАТИН,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),"таб., покр. оболочкой, 2 мг: 50 шт."
РАУНАТИН,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),"таб., покр. оболочкой, 2 мг: 100 шт."
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 1 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 1 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 3 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 3 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 6 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 6 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 9 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 9 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 18 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 18 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 1 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 1 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 18 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 18 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 3 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 3 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 6 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 6 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 9 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 9 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 5 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 5 млн.МЕ: амп. 5 шт.
РЕАЛЬДИРОН®,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 5 млн.МЕ: фл. 5 шт.
РЕАЛЬДИРОН®,LEMERY (MEK),лиофилизат д/пригот. р-ра д/в/м и п/к введен. 5 млн.МЕ: фл. 5 шт.
РЕАМБЕРИН®,ПОЛИСАН НТФФ (RUS),"р-р д/инф. 1.5%: фл. 100 мл, 200 мл или 400 мл 1 шт."
РЕАМБИСАР,БИОХИМИК (RUS),р-р д/инф. 1.5%: бут. 400 мл
РЕАТАЗ,BRISTOL-MYERS SQUIBB Company (USA),капс. 100 мг: 60 шт.
РЕАТАЗ,BRISTOL-MYERS SQUIBB Company (USA),капс. 150 мг: 60 шт.
РЕАТАЗ,BRISTOL-MYERS SQUIBB Company (USA),капс. 200 мг: 60 шт.
РЕАФЕРОН-ЕС,ВЕКТОР-МЕДИКА (RUS),лиоф. порошок д/пригот. р-ра д/инъекц. и местного прим. 500 тыс.МЕ: амп. 5 шт.
РЕАФЕРОН-ЕС,ВЕКТОР-МЕДИКА (RUS),лиоф. порошок д/пригот. р-ра д/инъекц. и местного прим. 1 млн.МЕ: амп. 5 шт.
РЕАФЕРОН-ЕС,ВЕКТОР-МЕДИКА (RUS),лиоф. порошок д/пригот. р-ра д/инъекц. и местного прим. 3 млн.МЕ: амп. 5 шт.
РЕАФЕРОН-ЕС,ВЕКТОР-МЕДИКА (RUS),лиоф. порошок д/пригот. р-ра д/инъекц. и местного прим. 5 млн.МЕ: амп. 5 шт.
РЕАФЕРОН-ЕС-ЛИПИНТ®,ВЕКТОР-МЕДИКА (RUS),"лиофилизат д/пригот. суспензии д/приема внутрь 500 тыс.МЕ: фл. 1, 3, 5, 6 или 10 шт."
РЕАФЕРОН-ЕС-ЛИПИНТ®,ВЕКТОР-МЕДИКА (RUS),"лиофилизат д/пригот. суспензии д/приема внутрь 250 тыс.МЕ: фл. 1, 3, 5, 6 или 10 шт."
РЕАФЕРОН-ЕС-ЛИПИНТ®,ВЕКТОР-МЕДИКА (RUS),"лиофилизат д/пригот. суспензии д/приема внутрь 1 млн.МЕ: фл. 1, 3, 5, 6 или 10 шт."
РЕБЕТОЛ®,SCHERING-PLOUGH LABO (BEL),капс. 200 мг: 140 шт.
РЕБИФ®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введен. 22 мкг/0.5 мл: шприцы 3 или 12 шт.
РЕБИФ®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введен. 44 мкг/0.5 мл: шприцы 3 или 12 шт.
РЕВАЙТЛ ГИНКО,RANBAXY LABORATORIES (IND),"◊таб., покр. оболочкой, 40 мг: 10 шт."
РЕВАЙТЛ ГИНСЕНГ ПЛЮС,RANBAXY LABORATORIES (IND),капс.: 30 шт.
РЕВАЙТЛ ЧЕСНОЧНЫЕ ЖЕМЧУЖИНЫ,RANBAXY LABORATORIES (IND),"масло чесночное 0,625 мг	 30 капс					"
РЕВАЙТЛ ЧЕСНОЧНЫЕ ЖЕМЧУЖИНЫ,RANBAXY LABORATORIES (IND),"масло чесночное 0,625 мг	 100 капс					"
РЕВАЛГИН,SHREYA LIFE SCIENCES (IND),"◊ таб. 500 мг+5 мг+100 мкг: 10, 20 или 100 шт."
РЕВАЛГИН,SHREYA LIFE SCIENCES (IND),р-р д/инъекц. 500 мг+2 мг+20 мкг/1 мл: амп. 5 шт.
РЕВАЛИД,TEVA Pharmaceutical Industries (ISR),◊ капс.: 30 шт.
РЕВАЛИД,TEVA Pharmaceutical Works (HUN),◊ капс.: 30 шт.
РЕВИТ,АЛТАЙВИТАМИНЫ (RUS),◊ драже: 100 шт.
РЕВИТ,КИЕВСКИЙ ВИТАМИННЫЙ ЗАВОД (UKR),◊ драже: 100 шт.
РЕВИТ,БИОТЭК МФПДК (RUS),◊ драже: 100 шт.
РЕВИТ,МАРБИОФАРМ (RUS),◊ драже: 100 шт.
РЕВИТ,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),◊ драже: 100 шт.
РЕВИТ,ВЕРОФАРМ (RUS),◊ драже: 50 шт.
РЕВИТ,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),◊ драже: 100 шт.
РЕВИТ,ДАЛЬХИМФАРМ (RUS),◊ драже: 50 шт.
РЕВМА-ГЕЛЬ,DEUTSCHE HOMOOPATHIE UNION (DEU),◊ гель д/наружн. прим.: туба 50 г
РЕВМА-ГЕЛЬ,W.SPITZNER ARZNEIMITTEL-FABRIK (DEU),◊ гель д/наружн. прим.: туба 50 г
РЕВМАВЕК,FARAN LABORATORIES (GR),р-р д/инъекц. 75 мг/3 мл: амп. 5 шт.
РЕВОКАРИН,DIFFUCAP EURAND (ARG),капс. с модифицированным высвобождением 400 мкг: 10 шт.
РЕГЕЙН®,PHARMACIA (BEL),◊ р-р д/наружн. прим. 2%: фл. 60 мл в компл. с насадками
РЕГЕЙН®,PHARMACIA (BEL),◊ р-р д/наружн. прим. 5%: фл. 60 мл в компл. с насадками
РЕГИДРОН,ORION CORPORATION (FIN),◊ порошок д/пригот. р-ра д/приема внутрь: пак. 4 или 20 шт.
РЕГИНИЦИД,THEMIS MEDICARE (IND),"таб., покр. кишечнорастворимой оболочкой, 250 мг: 50 шт."
РЕГУЛАКС,KREWEL MEUSELBACH (DEU),◊ кубики д/разжевывания 710 мг+300 мг: 6 шт.
РЕГУЛОН,GEDEON RICHTER (HUN),"таб., покр. пленочной оболочкой, 30 мкг+150 мкг: 21 или 63 шт."
РЕДЕЦИЛ,РЕТИНОИДЫ ФНПП (RUS),"◊ мазь д/наружн. прим.: тубы 10 г, 20 г или 35 г"
РЕДУКСИН,ОЗОН (RUS),капс. 10 мг: 30 и 60 шт.
РЕДУКСИН,АМК-ФАРМ (RUS),капс. 10 мг: 30 и 60 шт.
РЕДУКСИН,ОЗОН (RUS),капс. 15 мг: 30 и 60 шт.
РЕДУКСИН,АМК-ФАРМ (RUS),капс. 15 мг: 30 и 60 шт.
РЕЗАЛЮТ Про,BERLIN-CHEMIE (DEU),"◊ капс. 300 мг: 10, 30 или 50 шт."
РЕЗАЛЮТ Про,R.P.SCHERER (DEU),"◊ капс. 300 мг: 10, 30 или 50 шт."
РЕЗОРБА,ФАРМ-СИНТЕЗ (RUS),лиофилизат д/пригот. р-ра д/инф. 4 мг: фл. 1 шт. в компл. с растворителем
РЕКОМБИНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введения 250 МЕ: фл. в комплекте
РЕКОМБИНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введения 500 МЕ: фл. в комплекте
РЕКОМБИНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введения 1000 МЕ: фл. в комплекте
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),"р-р д/инъекц. 500 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),"р-р д/инъекц. 500 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),лиофилизат д/пригот. р-ра д/п/к введения 10 тыс.МЕ: картридж двухсекционный с растворителем 1 или 3 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),лиофилизат д/пригот. р-ра д/п/к введения 10 тыс.МЕ: картридж двухсекционный с растворителем 1 или 3 шт.
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),лиофилизат д/пригот. р-ра д/п/к введения 20 тыс.МЕ: картридж двухсекционный с растворителем 1 или 3 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),лиофилизат д/пригот. р-ра д/п/к введения 20 тыс.МЕ: картридж двухсекционный с растворителем 1 или 3 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 1000 МЕ/0.3 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),р-р д/в/в и п/к введения 1000 МЕ/0.3 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 2000 МЕ/0.3 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),р-р д/в/в и п/к введения 2000 МЕ/0.3 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),"р-р д/инъекц. 3000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),"р-р д/инъекц. 3000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),"р-р д/инъекц. 4000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),"р-р д/инъекц. 4000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),"р-р д/инъекц. 5000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),"р-р д/инъекц. 5000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),"р-р д/инъекц. 6000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),"р-р д/инъекц. 6000 МЕ/0.3 мл: шприц-тюбики 1, 2, 3 или 6 шт."
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 10 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),р-р д/в/в и п/к введения 10 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 20 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),р-р д/в/в и п/к введения 20 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 30 тыс.МЕ/0.6 мл: шприц-тюбики 1 или 4 шт.
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),р-р д/в/в и п/к введения 30 тыс.МЕ/0.6 мл: шприц-тюбики 1 или 4 шт.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),лиоф. порошок д/пригот. р-ра д/инъекц. 1000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 1000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),лиоф. порошок д/пригот. р-ра д/инъекц. 2000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 2000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),лиоф. порошок д/пригот. р-ра д/инъекц. 5000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,ROCHE DIAGNOSTICS (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 5000 МЕ: фл. 10 шт. в компл. с растворителем
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),р-р д/в/в и п/к введения 1000 МЕ/0.3 мл: шприц-тюбики 6 шт V.
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 1000 МЕ/0.3 мл: шприц-тюбики 6 шт V.
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),р-р д/в/в и п/к введения 2000 МЕ/0.3 мл: шприц-тюбики 6 шт. V
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 2000 МЕ/0.3 мл: шприц-тюбики 6 шт. V
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),р-р д/в/в и п/к введения 10 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт. V
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 10 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт. V
РЕКОРМОН®,Vetter Pharma-Fertigung (DEU),р-р д/в/в и п/к введения 20 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт. V
РЕКОРМОН®,F.Hoffmann-La Roche (CHE),р-р д/в/в и п/к введения 20 тыс.МЕ/0.6 мл: шприц-тюбики 6 шт. V
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 200 мг/20 мл: амп. 5 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 200 мг/20 мл: амп. 5 шт.
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 500 мг/50 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 500 мг/50 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 1 г/100 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 1 г/100 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 200 мг/10 мл: амп. 5 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 200 мг/10 мл: амп. 5 шт.
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 1 г/50 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 1 г/50 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (DEU),эмульсия д/в/в введения 2 г/100 мл: фл. 1 шт.
РЕКОФОЛ,SCHERING (FIN),эмульсия д/в/в введения 2 г/100 мл: фл. 1 шт.
РЕКСЕТИН,GEDEON RICHTER (HUN),"таб., покр. оболочкой, 20 мг: 30 шт."
