title,man,description
АДИВИТ,ABDI IBRAHIM ILAC SAN. VE TIC. (TUR),◊ сироп: фл. 100 мл в компл. с мерной ложечкой
АДЛИВ® Капсулы,Albert David Limited (),"Андрографис метельчатый, эклипта белая, филлантус						"
АДОЛОР,ФП ОБОЛЕНСКОЕ (RUS),"таб., покр. оболочкой, 10 мг: 20 шт."
АДРЕНАЛИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 1 мг/1 мл: амп. 5 шт.
АДРЕНАЛИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/местн. прим. 0.1%: фл.-капельн. 30 мл
АДРЕНАЛИНА ГИДРОХЛОРИД-ВИАЛ,ВИАЛ (RUS),р-р д/инъекц. 1 мг/1 мл: амп. 5 шт.
АДРЕНОБЛОК,БИОМИР СЕРВИС (RUS),трансдермальная терапевтическая система (ТТС) 15 мг: пак. 5 шт.
АДРИАНОЛ®,ZDRAVLJE-LESKOVAC Pharmaceutical and Chemical Industry (SCH),◊ капли назальн. 1 мг+1.5 мг/1 мл: фл.-капельн. 10 мл
АДРИАНОЛ®,ZDRAVLJE-LESKOVAC Pharmaceutical and Chemical Industry (SCH),◊ капли назальные (д/детей) 500 мкг+500 мкг/1 мл: фл.-капельн. 10 мл
АДРИБЛАСТИН® БЫСТРОРАСТВОРИМЫЙ,PFIZER ITALIA (ITA),лиофилизат д/пригот. р-ра д/внутрисосудистого и внутрипузырного введения 10 мг: фл. в компл. с растворителем
АДРИБЛАСТИН® БЫСТРОРАСТВОРИМЫЙ,PFIZER ITALIA (ITA),лиофилизат д/пригот. р-ра д/внутрисосудистого и внутрипузырного введения 50 мг: фл. в компл. с растворителем
АЕВИТ,НИЖФАРМ (RUS),◊ капс.: 10 шт.
АЕВИТ,НИЖФАРМ (RUS),◊ капс.: 10 шт.
АЕВИТ,АЛТАЙВИТАМИНЫ (RUS),◊ капс.: 25 шт.
АЕВИТ,АЛТАЙВИТАМИНЫ (RUS),◊ капс.: 25 шт.
АЕКОЛ,ПОЛИСАН НТФФ (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕКОЛ,ПОЛИСИНТЕЗ (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕКОЛ,ПОЛИСАН НТФФ (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕКОЛ,ПОЛИСИНТЕЗ (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕКОЛ,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕКОЛ,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),◊ р-р д/местн. и наружн. прим. масляный: фл. 100 мл
АЕРРАН,BAXTER HEALTHCARE Corp. (PR),жидкость д/ингал. анестезии 99.9%: фл. 100 мл 6 шт.
АЕРРАН,BAXTER HEALTHCARE Corp. (PR),жидкость д/ингал. анестезии 99.9%: фл. 250 мл 6 шт.
АЗАЛЕПТИКОН,ФАРМАКОН (RUS),таб. 25 мг: 50 шт.
АЗАЛЕПТИКОН,ФАРМАКОН (RUS),таб. 100 мг: 50 шт.
АЗАЛЕПТИН,ОРГАНИКА (RUS),таб. 25 мг: 50 шт.
АЗАЛЕПТИН,ОРГАНИКА (RUS),таб. 100 мг: 50 шт.
АЗАРАН,HEMOFARM KONCERN (UGS),"порошок д/пригот. р-ра д/инъекц. 1 г: фл. 1, 10 или 50 шт."
АЗАРАН,HEMOFARM KONCERN (UGS),"порошок д/пригот. р-ра д/инъекц. 250 мг: фл. 1, 10 или 50 шт."
АЗАТИОПРИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 50 мг: 50 шт.
АЗАФЕН®,МАКИЗ-ФАРМА (RUS),"таб. 25 мг: 14, 28, 30, 40, 42, 50, 56, 100, 200, 250 или 300 шт."
АЗАФЕН® МВ,МАКИЗ-ФАРМА (RUS),таб. с модифицированным высвоб. 150 мг: 28 или 30 шт.
АЗИВОК,WOCKHARDT (IND),капс. 250 мг: 6 шт.
АЗИВОК,СКОПИНСКИЙ ФАРМ.ЗАВОД (RUS),капс. 250 мг: 6 шт.
АЗИВОК,WOCKHARDT (IND),капс. 250 мг: 6 шт.
АЗИДОТИМИДИН,БИОФАРМА (RUS),капс. 100 мг: 100 или 200 шт.
АЗИЛЕКТ,TEVA Pharmaceutical Industries (ISR),"таб. 1 мг: 10, 30 или 100 шт."
АЗИТРАЛ,SHREYA LIFE SCIENCES (IND),"капс. 500 мг: 3, 6, 9 или 12 шт."
АЗИТРАЛ,SHREYA LIFE SCIENCES (IND),"капс. 250 мг: 6, 12, 18 или 24 шт."
АЗИТРОКС®,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),капс. 250 мг: 6 шт.
АЗИТРОКС®,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),капс. 500 мг: 3 шт.
АЗИТРОМИЦИН,ВЕРТЕКС (RUS),капс. 250 мг: 6 или 10 шт.
АЗИТРОМИЦИН,ЗИО-ЗДОРОВЬЕ (RUS),капс. 250 мг: 6 или 10 шт.
АЗИТРОМИЦИН,ОЗОН (RUS),капс. 250 мг: 3 шт.
АЗИТРОМИЦИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),капс. 250 мг: 6 шт.
АЗИТРОМИЦИН-БИ,БИОС НПФ (RUS),капс. 250 мг
АЗИТРУС®,СИНТЕЗ (RUS),капс. 250 мг: 6 шт.
АЗИТРУС®,ПОЛЛО (RUS),капс. 250 мг: 6 шт.
АЗИТРУС®,СИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 50 мг: пак. 3 или 6 шт. в компл. со стаканчиком или без него
АЗИТРУС®,ПОЛЛО (RUS),порошок д/пригот. сусп. д/приема внутрь 50 мг: пак. 3 или 6 шт. в компл. со стаканчиком или без него
АЗИТРУС®,СИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 100 мг: пак. 3 или 6 шт. в компл. со стаканчиком или без него
АЗИТРУС®,ПОЛЛО (RUS),порошок д/пригот. сусп. д/приема внутрь 100 мг: пак. 3 или 6 шт. в компл. со стаканчиком или без него
АЗИТРУС®,СИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 200 мг: пак. 3 или 6 шт. в компл. со стаканчиком и без него
АЗИТРУС®,ПОЛЛО (RUS),порошок д/пригот. сусп. д/приема внутрь 200 мг: пак. 3 или 6 шт. в компл. со стаканчиком и без него
АЗИТРУС®,СИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 100 мг/5 мл: банки 1 шт. в компл. с ложкой дозировочной 2-сторонней или ложкой дозировочной и дозатором
АЗИТРУС®,ПОЛЛО (RUS),порошок д/пригот. сусп. д/приема внутрь 100 мг/5 мл: банки 1 шт. в компл. с ложкой дозировочной 2-сторонней или ложкой дозировочной и дозатором
АЗИТРУС®,СИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 200 мг/5 мл: банки 1 шт. в компл. с ложкой дозировочной 2-сторонней или ложкой дозировочной и дозатором
АЗИТРУС®,ПОЛЛО (RUS),порошок д/пригот. сусп. д/приема внутрь 200 мг/5 мл: банки 1 шт. в компл. с ложкой дозировочной 2-сторонней или ложкой дозировочной и дозатором
АЗИТРУС® ФОРТЕ,СИНТЕЗ (RUS),"таб., покр. пленочной обол., 500 мг: 3 шт."
АЗИЦИД,ZENTIVA (CS),"таб., покр. оболочкой, 250 мг: 3 или 6 шт."
АЗИЦИД,ZENTIVA (CS),"таб., покр. оболочкой, 500 мг: 3 шт."
АЗОПТ™,ALCON-LABORATORIES (USA),капли глазные 1%: фл-капельн. 5 мл
АИМАФИКС,KEDRION (ITA),лиофилизат д/пригот. р-ра д/инф. 200 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
АИМАФИКС,KEDRION (ITA),лиофилизат д/пригот. р-ра д/инф. 500 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
АИМАФИКС,KEDRION (ITA),лиофилизат д/пригот. р-ра д/инф. 1000 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
АИРА КОРНЕВИЩА,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 35 г: пачки
АИРА КОРНЕВИЩА,Ст.-МЕДИФАРМ (RUS),◊ сырье растительное-порошок 1.5 г: фильтр-пакеты 10 шт.
АИРА КОРНЕВИЩА,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное измельченное 35 г: пачки
АИРА КОРНЕВИЩА,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное-порошок 1.5 г: фильтр-пакеты 10 шт.
АИРА КОРНЕВИЩА,Ст.-МЕДИФАРМ (RUS),◊ сырье растительное измельченное 50 г: пачки
АЙРИФЕН,PANACEA BIOTEC (IND),таб. 1 мг: 30 шт.
АКАТИНОЛ МЕМАНТИН,MERZ PHARMA GmbH & Co. (DEU),"таб., покр. пленочной обол., 10 мг: 30, 90 или 350 шт."
АКАТИНОЛ МЕМАНТИН,MERZ PHARMA GmbH & Co. (DEU),капли д/приема внутрь 10 мг/1 мл: 50 мл или 100 мл
АКВАДЕТРИМ®,MEDANA PHARMA (POL),◊ капли д/приема внутрь 15 тыс.МЕ/1 мл: фл.-капельн. 10 мл
АКВАЦИТРАМОН,АГРОФИТОФАРМ (RUS),◊ гранулы д/пригот. р-ра д/приема внутрь 360 мг+270 мг+45 мг/3 г: уп. 5 шт.
"АКВАЭЛЬ MEDICAL салфетки влажные антибактериальные №15 со стикером ""Всегда на PoiskLekarstv.ru""",ЗетТек (RUS),Пропитка: быстродействующий антибактериальный препарат широкого действия Полигексаметиленгуанидин
АКИНЕТОН®,Laboratorio FARMACEUTICO (ITA),таб. 2 мг: 100 шт.
АКИНЕТОН®,DESMA (DEU),таб. 2 мг: 100 шт.
АКИНЕТОН®,EBEWE PHARMA (AUT),р-р д/в/м и в/в введения 5 мг/1 мл: амп. 5 шт.
АКИНЕТОН®,DESMA (DEU),р-р д/в/м и в/в введения 5 мг/1 мл: амп. 5 шт.
АККУЗИД®,GOEDECKE (DEU),"таб., покр. оболочкой, 10 мг+12.5 мг: 30 шт."
АККУЗИД®,GOEDECKE (DEU),"таб., покр. оболочкой, 20 мг+12.5 мг: 30 шт."
АККУЗИД®,GOEDECKE (DEU),"таб., покр. оболочкой, 20 мг+25 мг: 30 шт."
АККУПРО®,GOEDECKE (DEU),"таб., покр. оболочкой, 5 мг: 30 шт."
АККУПРО®,GOEDECKE (DEU),"таб., покр. оболочкой, 10 мг: 30 шт."
АККУПРО®,GOEDECKE (DEU),"таб., покр. оболочкой, 20 мг: 30 шт."
АККУПРО®,GOEDECKE (DEU),"таб., покр. оболочкой, 40 мг: 30 шт."
АКЛАСТА,NOVARTIS PHARMA (CHE),р-р д/инф. 5 мг/100 мл: фл. 1 шт.
АКЛАСТА,NOVARTIS PHARMA STEIN (CHE),р-р д/инф. 5 мг/100 мл: фл. 1 шт.
АКОЛАТ®,ASTRAZENECA UK (GBR),"таб., покр. оболочкой, 20 мг: 28 шт."
АКРИДЕРМ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ крем д/наружн. прим. 0.064%: тубы 15 г или 30 г
АКРИДЕРМ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ мазь д/наружн. прим. 0.064%: тубы 15 г или 30 г
АКРИДЕРМ® ГЕНТА,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ крем д/наружн. прим. 640 мкг+1 мг/1 г: тубы 15 г или 30 г
АКРИДЕРМ® ГК,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ крем 500 мкг+10 мг+1 мг/1 г: тубы 15 г или 30 г
АКРИДЕРМ® СК,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ мазь д/наружн. прим. 500 мкг+30 мг/1 г: тубы 15 г или 30 г
АКРИДИЛОЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб. 12.5 мг: 10, 20 или 30 шт."
АКРИДИЛОЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб. 25 мг: 10, 20 или 30 шт."
АКРИДИЛОЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 6.25 мг: 30 шт.
АКРИДИПИН®,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 5 мг: 30 шт.
АКРИДИПИН®,Marvel LifeSciences (IND),таб. 5 мг: 30 шт.
АКРИДИПИН®,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 2.5 мг: 30 шт.
АКРИДИПИН®,Marvel LifeSciences (IND),таб. 2.5 мг: 30 шт.
АКРИЛАНЗ,Химико-фармацевтический комбинат АКРИХИН (RUS),"капс. 30 мг: 10, 20 или 30 шт."
АКРИПАМИД®,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. пленочной обол., 2.5 мг: 30 шт."
АКРИПАМИД® РЕТАРД,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб. пролонгир. действия, покр. оболочкой, 1.5 мг: 30 или 60 шт."
АКРИТРОЦИН,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. оболочкой, 50 мг: 10 или 20 шт."
АКРИТРОЦИН,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. оболочкой, 150 мг: 10 или 20 шт."
АКСАМОН®,ПИК-ФАРМА (RUS),таб. 20 мг: 50 шт.
АКСАМОН®,ЦНКБ ФГУП (RUS),таб. 20 мг: 50 шт.
АКСЕТИН,MEDOCHEMIE (KIP),порошок д/пригот. р-ра д/в/в и в/м введения 750 мг: фл. 1 или 100 шт.
АКСЕТИН,MEDOCHEMIE (KIP),порошок д/пригот. р-ра д/в/в и в/м введения 1.5 г: фл. 1 или 100 шт.
АКСОНЕ,AJANTA PHARMA (IND),порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 1 шт.
АКТАЛИПИД,ACTAVIS hf. (ISL),"таб., покр. оболочкой, 10 мг: 28 шт."
АКТАПАРОКСЕТИН,ACTAVIS hf. (ISL),"таб., покр. пленочной обол., 20 мг: 30 шт."
АКТАПАРОКСЕТИН,ACTAVIS GROUP hf. (ISL),"таб., покр. пленочной обол., 20 мг: 30 шт."
АКТАПАРОКСЕТИН,ACTAVIS hf. (ISL),"таб., покр. пленочной обол., 30 мг: 30 шт."
АКТАПАРОКСЕТИН,ACTAVIS GROUP hf. (ISL),"таб., покр. пленочной обол., 30 мг: 30 шт."
АКТАСТАВ,ACTAVIS GROUP hf. (ISL),капс. 30 мг: 60 шт.
АКТАСТАВ,EMCURE PHARMACEUTICALS (IND),капс. 30 мг: 60 шт.
АКТАСТАВ,ACTAVIS GROUP hf. (ISL),капс. 40 мг: 60 шт.
АКТАСТАВ,EMCURE PHARMACEUTICALS (IND),капс. 40 мг: 60 шт.
АКТАСУЛИД,ZDRAVLJE-LESKOVAC Pharmaceutical and Chemical Industry (SCH),таб. 100 мг: 20 шт.
АКТИВЕЛЬ,NOVO NORDISK (DNK),"таб., покр. оболочкой, 1 мг+500 мкг: 28 шт."
АКТИЛИЗЕ®,BOEHRINGER INGELHEIM PHARMA (DEU),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. в компл. с растворителем
АКТИЛИЗЕ®,BOEHRINGER INGELHEIM INTERNATIONAL (DEU),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. в компл. с растворителем
АКТИНЕРВАЛ®,Laboratorios BAGO (ARG),"таб. 200 мг: 30, 60, 100, 120 или 1000 шт."
АКТИПОЛ®,ДИАФАРМ институт молекулярной диагностики (RUS),"◊ капли глазные 0.007%: фл. 5 мл, фл.-капельн. 5 мл"
АКТИПОЛ®,НПМП АКТИ-М (RUS),"◊ капли глазные 0.007%: фл. 5 мл, фл.-капельн. 5 мл"
АКТИПОЛ®,НПМП АКТИ-М (RUS),р-р д/инъекц. и инстилляций 140 мкг/2 мл: амп.
АКТИПОЛ®,Институт Биологии Развития РАН им. Н.К.Кольцова (RUS),р-р д/инъекц. и инстилляций 140 мкг/2 мл: амп.
АКТИПОЛ®,НПМП АКТИ-М (RUS),р-р д/инъекц. и инстилляций 140 мкг/2 мл: амп.
АКТИПОЛ®,Предприятие по производству бактерийных и вирусных препаратов Института полиомиелита и вирусных энцефалитов им. М.П.Чумакова РАМН ФГУП (RUS),р-р д/инъекц. и инстилляций 140 мкг/2 мл: амп.
АКТИФЕРРИН,MERCKLE (DEU),капс. 113.85 мг+129 мг: 20 или 50 шт.
