title,man,description
ИБУПРОФЕН-АКОС,СИНТЕЗ (RUS),"◊ таб., покр. оболочкой, 200 мг: 20 или 50 шт."
ИБУПРОФЕН-ВЕРТЕ,ВЕРТЕКС (RUS),"◊ гель д/наружн. прим. 5%: тубы 20 г, 50 г или 100 г"
ИБУПРОФЕН-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),"таб., покр. оболочкой, 400 мг: 10, 20 или 30 шт."
ИБУПРОФЕН-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),"◊ таб. шипучие 200 мг: 10, 20 или 40 шт."
ИБУПРОФЕН-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊ сусп. д/приема внутрь 100 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ИБУСТРИН,PHARMACIA & UPJOHN (ITA),таб. 200 мг: 30 шт.
ИБУФЕН®,MEDANA PHARMA (POL),◊ сусп. д/приема внутрь 100 мг/5 мл: фл. 100 г 1 шт.
ИВАДАЛ,SANOFI WINTHROP INDUSTRIE (FRA),"таб., покр. оболочкой, 10 мг: 7 или 20 шт."
ИДЕОС,INNOTHERA CHOUZY (FRA),◊ таб. жевательные 1.25 г+400 МЕ: 15 или 30 шт.
ИДЕОС,Laboratoire INNOTECH INTERNATIONAL (FRA),◊ таб. жевательные 1.25 г+400 МЕ: 15 или 30 шт.
ИЗО-ЭРЕМФАТ,FATOL ARZNEIMITTEL (DEU),"таб., покр. оболочкой, 150 мг+100 мг: 100 или 1000 шт."
ИЗО-ЭРЕМФАТ,FATOL ARZNEIMITTEL (DEU),"таб., покр. оболочкой, 300 мг+150 мг: 100 или 1000 шт."
ИЗОЗИД 200,FATOL ARZNEIMITTEL (DEU),таб. 200 мг: 100 шт.
ИЗОЗИД КОМП.,FATOL ARZNEIMITTEL (DEU),"таб., покр. оболочкой, 300 мг+60 мг: 100 или 1000 шт."
ИЗОКЕТ®,SCHWARZ PHARMA (DEU),концентрат д/пригот. р-ра д/инф. 10 мг/10 мл: амп. 10 шт.
ИЗОКЕТ®,JENAHEXAL PHARMA (DEU),концентрат д/пригот. р-ра д/инф. 10 мг/10 мл: амп. 10 шт.
ИЗОКЕТ®,SCHWARZ PHARMA (DEU),спрей дозированный 1.25 мг/доза: фл. 15 мл (300 доз)
ИЗОКЕТ®,CCL RAPID-SPRAY (DEU),спрей дозированный 1.25 мг/доза: фл. 15 мл (300 доз)
ИЗОКОМБ®,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. оболочкой: 50 или 100 шт."
ИЗОЛОНГ,CTS Chemical Industries (ISR),капс. пролонгир. действия 20 мг: 20 или 1000 шт.
ИЗОЛОНГ,CTS Chemical Industries (ISR),капс. пролонгир. действия 40 мг: 20 или 1000 шт.
ИЗОНИАЗИД,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,БЕЛМЕДПРЕПАРАТЫ (BLR),таб. 300 мг: 50 или 100 шт.
ИЗОНИАЗИД,БЕЛМЕДПРЕПАРАТЫ (BLR),таб. 100 мг: 50 или 100 шт.
ИЗОНИАЗИД,БЕЛМЕДПРЕПАРАТЫ (BLR),таб. 200 мг: 50 или 100 шт.
ИЗОНИАЗИД,БЕЛМЕДПРЕПАРАТЫ (BLR),р-р д/инъекц. 10% (500 мг/5 мл): амп. 10 шт.
ИЗОНИАЗИД,БИОСИНТЕЗ (RUS),р-р д/инъекц. 10% (500 мг/5 мл): амп. 5 шт.
ИЗОНИАЗИД,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 100 мг: 50 или 100 шт.
ИЗОНИАЗИД,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 200 мг: 50 или 100 шт.
ИЗОНИАЗИД,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 300 мг: 50 или 100 шт.
ИЗОНИАЗИД,СЕВЕРНАЯ ЗВЕЗДА (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,РОЗФАРМ (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,АНТИВИРАЛ НПО (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,НИЖФАРМ (RUS),таб. 300 мг: 20 или 100 шт.
ИЗОНИАЗИД,НИЖФАРМ (RUS),таб. 100 мг: 20 или 100 шт.
ИЗОНИАЗИД,НИЖФАРМ (RUS),таб. 200 мг: 20 или 100 шт.
ИЗОНИАЗИД,ЛУГАНСКИЙ ХФЗ (UKR),таб. 100 мг: 100 шт.
ИЗОНИАЗИД,ЛУГАНСКИЙ ХФЗ (UKR),таб. 300 мг: 100 шт.
ИЗОНИАЗИД,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в и в/м введения 500 мг/5 мл: амп. 5 или 10 шт.
ИЗОНИАЗИД,Новосибхимфарм (RUS),р-р д/инъекц. 10% (500 мг/5 мл): амп. 5 или 10 шт.
ИЗОНИАЗИД,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 300 мг: 20, 50 или 100 шт."
ИЗОНИАЗИД,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 100 мг: 20, 50 или 100 шт."
ИЗОНИАЗИД,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 200 мг: 20, 50 или 100 шт."
ИЗОНИАЗИД,БИОХИМИК (RUS),таб. 300 мг: 20 или 100 шт.
ИЗОНИАЗИД,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/в/в и в/м введения 500 мг/5 мл: амп. 10 шт.
ИЗОНИАЗИД,ФАРМАСИНТЕЗ (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД-АКОС,СИНТЕЗ (RUS),таб. 300 мг: 100 шт.
ИЗОНИАЗИД-ДАРНИЦА,ДАРНИЦА ФАРМАЦЕВТИЧЕСКАЯ ФИРМА (UKR),р-р д/инъекц. 500 мг/5 мл: амп. 10 шт.
ИЗОНИАЗИД-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),таб. 100 мг: 20 или 100 шт.
ИЗОНИАЗИД-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),таб. 200 мг: 20 или 100 шт.
ИЗОНИАЗИД-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),таб. 300 мг: 20 или 100 шт.
ИЗОПАСК,ФАРМСИНТЕЗ (RUS),"таб., покр. кишечнорастворимой пленочной обол., 33.3 мг+1.145 г: 500 шт."
ИЗОПРИНОЗИН,TEVA Pharmaceutical Industries (ISR)," таблетки 500 мг: 20, 30 или 50 шт"
ИЗОПТИН,ABBOTT (DEU),"таб., покр. оболочкой, 40 мг: 20 или 100 шт."
ИЗОПТИН,ABBOTT (DEU),"таб., покр. оболочкой, 80 мг: 20 или 100 шт."
ИЗОПТИН,ABBOTT (DEU),"р-р д/в/в введения 5 мг/2 мл: амп. 5, 10 или 50 шт."
ИЗОПТИН,EBEWE PHARMA (AUT),"р-р д/в/в введения 5 мг/2 мл: амп. 5, 10 или 50 шт."
ИЗОПТИН СР 240,ABBOTT (DEU),"таб. пролонгированного действия, покр. оболочкой, 240 мг: 20, 30, 45, 50, 75, 100 или 150 шт."
ИЗОТРЕКСИН,STIEFEL LABORATORIES (IRELAND) (IRL),"◊ гель д/наружн. прим. 500 мкг+20 мг/1 г: туба 6 г, 25 г, 30 г, 40 г или 50 г"
ИЗОТРЕКСИН,STIEFEL LABORATORIES (UK) (GBR),"◊ гель д/наружн. прим. 500 мкг+20 мг/1 г: туба 6 г, 25 г, 30 г, 40 г или 50 г"
ИЗОТРЕКСИН,Представительство ЧП ДЕЛЬТА МЕДИКЕЛ (UKR),"◊ гель д/наружн. прим. 500 мкг+20 мг/1 г: туба 6 г, 25 г, 30 г, 40 г или 50 г"
ИЗОФРА,Laboratoires BOUCHARA-RECORDATI (FRA),спрей назальный 12.5 мг (8 тыс.МЕ)/1 мл: фл. 15 мл
ИКСЕЛ,JANSSEN PHARMACEUTICA (BEL),капс. 25 мг: 28 или 56 шт.
ИКСЕЛ,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),капс. 25 мг: 28 или 56 шт.
ИКСЕЛ,JANSSEN PHARMACEUTICA (BEL),капс. 50 мг: 28 или 56 шт.
ИКСЕЛ,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),капс. 50 мг: 28 или 56 шт.
ИЛОМЕДИН,SCHERING (DEU),концентрат д/пригот. р-ра д/инф. 20 мкг/1 мл: амп. 1 или 5 шт.
ИЛОМЕДИН,SCHERING (DEU),концентрат д/пригот. р-ра д/инф. 50 мкг/2.5 мл: амп. 1 или 5 шт.
ИМИГРАН,GlaxoSmithKline Pharmaceuticals (POL),"таб., покр. оболочкой, 50 мг: 2 шт."
ИМИГРАН,GlaxoSmithKline Pharmaceuticals (POL),"таб., покр. оболочкой, 100 мг: 2 шт."
ИМИГРАН,GlaxoSmithKline (ITA),спрей назальный 10 мг/1 доза: дозатор одноразовый
ИМИГРАН,GlaxoSmithKline (ITA),спрей назальный 20 мг/1 доза: дозатор одноразовый
ИМИДИЛ,LYKA LABS (IND),таб. вагин. 100 мг: 6 шт.
ИМИДИЛ,LYKA LABS (IND),◊ крем д/наружн. прим. 1%: туба 20 г
ИМИПЕНЕМ И ЦИЛАСТАТИН СПЕНСЕР,COOPER PHARMA (IND),порошок д/пригот. р-ра д/в/в введения 500 мг+500 мг: фл. 1 шт.
ИМИПЕНЕМ И ЦИЛАСТАТИН СПЕНСЕР,SPENSER PHARMA UK (GBR),порошок д/пригот. р-ра д/в/в введения 500 мг+500 мг: фл. 1 шт.
ИММУНАЛ®,LEK d.d. (SLO),◊ таб.: 20 шт.
ИММУНАЛ®,LEK d.d. (SLO),◊ р-р д/приема внутрь: фл. 50 мл в компл. с дозир. пипеткой
ИММУНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введен. 250 МЕ: фл. в компл. с растворителем
ИММУНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введен. 500 МЕ: фл. в компл. с растворителем
ИММУНАТ,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введен. 1000 МЕ: фл. в компл. с растворителем
ИММУНЕКС®,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),"◊ сироп 10 г/100 г: фл. 50, 100 или 125 г"
ИММУНИН,BAXTER (AUT),лиофилизат д/пригот. р-ра д/инф. 200 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
ИММУНИН,BAXTER (AUT),лиофилизат д/пригот. р-ра д/инф. 600 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
ИММУНИН,BAXTER (AUT),лиофилизат д/пригот. р-ра д/инф. 1200 МЕ: фл. 1 шт. в компл. с растворителем и стерильным апирогенным оборудованием
ИММУНОВЕНИН,ИММУНОПРЕПАРАТ (RUS),лиофилизат д/пригот. р-ра д/в/в введения 50 мг:бутылки 1 шт. в компл. с растворителем
ИММУНОВЕНИН,НПО МИКРОГЕН ФГУП (RUS),лиофилизат д/пригот. р-ра д/в/в введения 50 мг:бутылки 1 шт. в компл. с растворителем
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ,НИЖЕГОРОДСКАЯ ОСПК ИМ. Н.Я.КЛИМОВОЙ ГУЗ (RUS),р-р д/инф. 1.25 г/25 мл: бутылка 1 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ,Вологодская областная станция переливания крови №1 ГУЗ (RUS),р-р д/в/м введения 1 доза/3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/в введения 50 мг/1 мл: бут. 25 мл или 50 мл 1 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 1.5 мл/1 доза: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 3 мл/2 дозы: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ ДЛЯ В/В ВВЕДЕНИЯ ЖИДКИЙ,ИмБио Нижегородское ГП по производству бакпрепаратов (RUS),р-р д/в/в введения 25 мл: бутылка 1 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ ДЛЯ В/В ВВЕДЕНИЯ ЖИДКИЙ,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/в введения 25 мл: бутылка 1 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ ДЛЯ В/В ВВЕДЕНИЯ ЖИДКИЙ,ИмБио Нижегородское ГП по производству бакпрепаратов (RUS),"р-р д/в/в введения 25 мл, 50 мл: бутылка 1 шт."
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ ДЛЯ В/В ВВЕДЕНИЯ ЖИДКИЙ,НПО МИКРОГЕН ФГУП (RUS),"р-р д/в/в введения 25 мл, 50 мл: бутылка 1 шт."
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,ВИРИОН НПО (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,ВИРИОН НПО (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,Иркутское предприятие по производству бактерийных препаратов (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,Иркутское предприятие по производству бактерийных препаратов (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,Екатеринбургское предприятие по производству бактерийных препаратов (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,НПО МИКРОГЕН ФГУП (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,Екатеринбургское предприятие по производству бактерийных препаратов (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,САНГВИС СПК №2 СО ГУЗ (RUS),р-р д/в/м введения 1 мл: амп. 10 шт.
ИММУНОГЛОБУЛИН ЧЕЛОВЕКА ПРОТИВ КЛЕЩЕВОГО ЭНЦЕФАЛИТА,САНГВИС СПК №2 СО ГУЗ (RUS),р-р д/в/м введения 3 мл: амп. 10 шт.
ИММУНОМАКС,ИММАФАРМА (RUS),лиофилизат д/пригот. р-ра д/в/м введен. 200 ЕД: амп.
ИММУНОМАКС,ИММАФАРМА (RUS),лиофилизат д/пригот. р-ра д/в/м введен. 200 ЕД: фл.
ИММУНОРМ,MERCKLE (DEU),◊ таб. 100 мг: 20 шт.
ИММУНОРМ,ratiopharm (DEU),◊ таб. 100 мг: 20 шт.
ИММУНОРМ,MERCKLE (DEU),◊ р-р д/приема внутрь 50 мл: фл. 1 шт. в компл. с мерным стаканчиком
ИММУНОРМ,ratiopharm (DEU),◊ р-р д/приема внутрь 50 мл: фл. 1 шт. в компл. с мерным стаканчиком
ИМОВАКС ПОЛИО,AVENTIS PASTEUR (FRA),р-р д/в/м и п/к введения 0.5 мл/1 доза: шприцы 1 шт.
ИМОВАН®,Laboratoires AVENTIS (FRA),"таб., покр. оболочкой, 7.5 мг: 20 шт."
ИМОВАН®,USIPHAR (FRA),"таб., покр. оболочкой, 7.5 мг: 20 шт."
ИМОДИУМ®,JANSSEN-CILAG (BEL),◊ капс. 2 мг: 6 или 20 шт.
ИМОДИУМ®,JANSSEN-CILAG (FRA),◊ капс. 2 мг: 6 или 20 шт.
ИМОДИУМ®,JANSSEN-CILAG (BEL),◊ таб. д/рассасывания 2 мг: 10 или 20 шт.
ИМОДИУМ®,CARDINAL HEALTH U.K. 416 (GBR),◊ таб. д/рассасывания 2 мг: 10 или 20 шт.
ИМОДИУМ® ПЛЮС,JANSSEN PHARMACEUTICA (BEL),◊ таб. жевательные 2 мг+125 мг: 4 или 12 шт.
ИМОДИУМ® ПЛЮС,JANSSEN-CILAG (ITA),◊ таб. жевательные 2 мг+125 мг: 4 или 12 шт.
ИМПАЗА,НПФ Материа Медика Холдинг (RUS),"◊ таб. для рассасывания №20, 40 или 100 шт."
ИМУДОН,SOLVAY PHARMACEUTICALS (FRA),◊ таб. для рассасывания в полости рта: 40 шт.
ИМУНОРИКС,SOLVAY PHARMA (DEU),р-р д/приема внутрь 400 мг/7 мл: фл. 10 шт.
ИМУНОРИКС,DOPPEL FARMACEUTICI (ITA),р-р д/приема внутрь 400 мг/7 мл: фл. 10 шт.
ИМУНОРИКС,POLICHEM (LUX),р-р д/приема внутрь 400 мг/7 мл: фл. 10 шт.
ИМУРАН,WELLCOME FOUNDATION (GBR),"таб., покр. оболочкой, 50 мг: 100 шт."
ИМУСПОРИН,CIPLA (IND),р-р д/приема внутрь 100 мг/1 мл: фл. 50 мл в компл. с градуированным шприцем
ИМУСПОРИН,CIPLA (IND),капс. 25 мг: 50 шт.
ИМУСПОРИН,CIPLA (IND),капс. 50 мг: 50 шт.
ИМУСПОРИН,CIPLA (IND),капс. 100 мг: 50 шт.
ИНАЛАН,НИЖФАРМ (RUS),◊ таб. жевательные 680 мг+80 мг: 10 шт.
ИНВАНЗ®,MERCK SHARP & DOHME (FRA),лиофилизат д/пригот. р-ра д/инъекц. 1 г: фл. 1 шт.
ИНВЕГА®,JANSSEN PHARMACEUTICA (BEL),"таб. пролонгир. действия, покр. оболочкой, 3 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN-CILAG (ITA),"таб. пролонгир. действия, покр. оболочкой, 3 мг: 28, 30 или 56 шт."
ИНВЕГА®,ALZA CORPORATION (USA),"таб. пролонгир. действия, покр. оболочкой, 3 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN PHARMACEUTICA (BEL),"таб. пролонгир. действия, покр. оболочкой, 6 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN-CILAG (ITA),"таб. пролонгир. действия, покр. оболочкой, 6 мг: 28, 30 или 56 шт."
ИНВЕГА®,ALZA CORPORATION (USA),"таб. пролонгир. действия, покр. оболочкой, 6 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN PHARMACEUTICA (BEL),"таб. пролонгир. действия, покр. оболочкой, 9 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN-CILAG (ITA),"таб. пролонгир. действия, покр. оболочкой, 9 мг: 28, 30 или 56 шт."
ИНВЕГА®,ALZA CORPORATION (USA),"таб. пролонгир. действия, покр. оболочкой, 9 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN PHARMACEUTICA (BEL),"таб. пролонгир. действия, покр. оболочкой, 12 мг: 28, 30 или 56 шт."
ИНВЕГА®,JANSSEN-CILAG (ITA),"таб. пролонгир. действия, покр. оболочкой, 12 мг: 28, 30 или 56 шт."
ИНВЕГА®,ALZA CORPORATION (USA),"таб. пролонгир. действия, покр. оболочкой, 12 мг: 28, 30 или 56 шт."
ИНВИРАЗА,F.Hoffmann-La Roche (CHE),"таб., покр. оболочкой 500 мг: 120 шт."
ИНВИРАЗА,ROCHE FARMA (SPN),"таб., покр. оболочкой 500 мг: 120 шт."
ИНВОРИЛ,RANBAXY LABORATORIES (IND),таб. 5 мг: 10 или 20 шт.
ИНВОРИЛ,RANBAXY LABORATORIES (IND),таб. 10 мг: 10 или 20 шт.
ИНВОРИЛ,RANBAXY LABORATORIES (IND),"таб. 20 мг: 10, 20 или 30 шт."
ИНГАВИРИН®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),капс. 30 мг: 7 шт.
ИНГАВИРИН®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),капс. 90 мг: 7 шт.
ИНГАЛИПТ,ФАРМСТАНДАРТ-ОКТЯБРЬ (RUS),◊ аэрозоль д/местн. прим.: фл. 30 мл
ИНГАЛИПТ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),◊ аэрозоль д/местн. прим.: фл. 30 мл
ИНГАЛИПТ,ДАВ ФАРМ (RUS),◊ аэрозоль д/местн. прим.: фл. 30 мл
ИНГАРОН,ФАРМАКЛОН НПП (RUS),лиофилизат д/пригот. р-ра д/интраназальн. введения 100 тыс.МЕ: фл. 5 шт. в компл. с растворителем и крышкой-капельницей
ИНГАФИТОЛ №1 (сбор для ингаляций №1),КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),"◊ сбор растительный - сырье измельченное 50%+50%: пачки 30 г, 40 г, 50 г, 60 г, 75 г или 100 г"
ИНГАФИТОЛ №2 (сбор для ингаляций №2),КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),"◊ сбор растительный - сырье измельченное 50%+50%: пачки 30 г, 40 г, 50 г, 60 г, 75 г или 100 г"
ИНГИТРИЛ,ВИРИОН НПО (RUS),"лиоф. порошок д/пригот. р-ра д/в/в введения 15 ЕД: амп., фл. 5 или 10 шт."
ИНГИТРИЛ,НПО МИКРОГЕН ФГУП (RUS),"лиоф. порошок д/пригот. р-ра д/в/в введения 15 ЕД: амп., фл. 5 или 10 шт."
ИНДАП®,PRO.MED.CS Praha (CS),капс. 2.5 мг: 30 шт.
ИНДАПАМИД,HEMOFARM KONCERN (UGS),"таб., покр. пленочной обол., 2.5 мг: 30 шт."
ИНДАПАМИД,JAKA-80 (MAK),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ИНДАПАМИД,ФармФирма СОТЕКС (RUS),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ИНДАПАМИД,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ИНДАПАМИД,КАНОНФАРМА ПРОДАКШН (RUS),"таб., покр. оболочкой, 2.5 мг: 10, 20 или 30 шт."
ИНДАПАМИД,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ИНДАПАМИД,СКОПИНСКИЙ ФАРМ.ЗАВОД (RUS),"капс. 2.5 мг: 10, 20, 30, 40, 50 или 60 шт."
ИНДАПАМИД,СТИ-МЕД-СОРБ (RUS),"таб., покр. оболочкой, 2.5 мг: 10, 20, 30, 40, 50 или 60 шт."
ИНДАПАМИД,NU-PHARM (CAN),"таб., покр. оболочкой, 2.5 мг: 10 или 1000 шт."
ИНДАПАМИД,АЛСИ Фарма (RUS),"таб., покр. оболочкой, 2.5 мг: 10 шт."
ИНДАПАМИД,ПРОИЗВОДСТВО МЕДИКАМЕНТОВ (RUS),капс. 2.5 мг: 20 шт.
ИНДАПАМИД,ПРАНАФАРМ (RUS),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ИНДАПАМИД,ЗИО-ЗДОРОВЬЕ (RUS),"таб. с контролир. высвоб., покр. пленочной обол., 1.5 мг: 10 шт."
ИНДАПАМИД,HEMOFARM (RS),"таб. пролонгир. действия, покр. пленочной обол., 1.5 мг: 30 шт."
ИНДАПАМИД МВ,МАКИЗ-ФАРМА (RUS),"таб. с модифицир. высвобождением, покр. оболочкой, 1.5 мг: 30 шт."
