title,man,description
ВАКЦИНА ТУБЕРКУЛЕЗНАЯ ДЛЯ ЩАДЯЩЕЙ ПЕРВИЧНОЙ ИММУНИЗАЦИИ (БЦЖ-М),МЕДГАМАЛ (филиал НИИ эпидемиологии и микробиологии им.Н.Ф.Гамалеи РАМН ГУ) (RUS),лиофилизат д/пригот. сусп. д/в/к введения 500 мкг/20 доз: амп. 5 шт. в компл. с растворителем
ВАЛЕМИДИН,ЕВРОМЕД (RUS),◊ капли д/приема внутрь спиртовые 25 мл: фл.
ВАЛЕМИДИН,ФАРМАМЕД (RUS),◊ капли д/приема внутрь спиртовые 25 мл: фл.
ВАЛЕРИАНА,БЕЛМЕДПРЕПАРАТЫ (BLR),"◊ таб., покр. оболочкой, 200 мг: 10 или 50 шт."
ВАЛЕРИАНЫ КОРНЕВИЩА С КОРНЯМИ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное измельченное 50 г: пачки
ВАЛЕРИАНЫ КОРНЕВИЩА С КОРНЯМИ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 20 шт.
ВАЛЕРИАНЫ КОРНЕВИЩА С КОРНЯМИ,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 20 шт.
ВАЛЕРИАНЫ КОРНЕВИЩА С КОРНЯМИ,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 50 г: пачки
ВАЛЕРИАНЫ НАСТОЙКА,БИОСИНТЕЗ (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,БИОТЭК МФПДК (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,Фармацевтическая ф-ка ГКП г. Житомир (UKR),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,АПТЕКА ФАРМИКОН (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,ГИППОКРАТ (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ НАСТОЙКА,РОСБИО (RUS),◊ настойка 200 г/1 л: фл. 25 мл
ВАЛЕРИАНЫ ЭКСТРАКТ,БИОСИНТЕЗ (RUS),"◊ таб., покр. оболочкой, 20 мг: 50 шт."
ВАЛЕРИАНЫ ЭКСТРАКТ,БИОТЭК МФПДК (RUS),"◊ таб., покр. оболочкой, 20 мг: 50 шт."
ВАЛЕРИАНЫ ЭКСТРАКТ,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),"◊ таб., покр. оболочкой, 20 мг: 10 шт."
ВАЛЕРИАНЫ ЭКСТРАКТ,ДАЛЬХИМФАРМ (RUS),"◊ таб., покр. оболочкой, 20 мг: 50 шт."
ВАЛЕРИАНЫ ЭКСТРАКТ,Фармцентр ВИЛАР (RUS),"◊ таб., покр. оболочкой, 20 мг: 20 шт."
ВАЛИДОЛ,АЛТАЙВИТАМИНЫ (RUS),◊ таб. подъязычные 60 мг: 6 шт.
ВАЛИДОЛ,ЛУГАНСКИЙ ХФЗ (UKR),◊ таб. подъязычные 60 мг: 6 шт.
ВАЛИДОЛ,МИНСКИНТЕРКАПС УП (BLR),◊ капс. 100 мг: 6 шт.
ВАЛИДОЛ,ДАЛЬХИМФАРМ (RUS),◊ таб. подъязычные 60 мг: 6 шт.
ВАЛИДОЛ,ТАТХИМФАРМПРЕПАРАТЫ (RUS),◊ таб. подъязычные 60 мг: 20 шт.
ВАЛИДОЛ,ОБНОВЛЕНИЕ (RUS),◊ таб. подъязычные 60 мг: 6 шт.
ВАЛИДОЛ,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),◊ таб. подъязычные 60 мг: 10 шт.
ВАЛИДОЛ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),◊ таб. подъязычные 60 мг: 10 шт.
ВАЛИДОЛ,ЕВРОФАРМ (RUS),◊ таб. подъязычные 60 мг: 12 шт.
ВАЛИДОЛ,ФАРМАГЕН (RUS),◊ капс. 50 мг: 40 шт.
ВАЛИДОЛ,ФАРМАГЕН (RUS),◊ капс. 100 мг: 40 шт.
ВАЛИДОЛ С ГЛЮКОЗОЙ,МЕДИСОРБ (RUS),◊ таб. подъязычные 60 мг+188 мг: 10 шт.
ВАЛИДОЛ С ГЛЮКОЗОЙ,УРАЛБИОФАРМ (RUS),◊ таб. подъязычные 60 мг+171 мг: 20 шт.
ВАЛИДОЛ С ГЛЮКОЗОЙ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),◊ таб. подъязычные 60 мг+188 мг: 10 шт.
ВАЛИДОЛ С ГЛЮКОЗОЙ,ОБНОВЛЕНИЕ (RUS),◊ таб. подъязычные 60 мг+188 мг: 6 шт.
ВАЛИДОЛ-РОС,РОСМЕДПРЕПАРАТЫ (RUS),◊ таб. подъязычные 60 мг: 20 шт.
ВАЛИУМ РОШ,F.Hoffmann-La Roche (CHE),р-р д/инъекц. 10 мг/2 мл: амп. 10 или 50 шт.
ВАЛИУМ РОШ,F.Hoffmann-La Roche (CHE),таб. 5 мг: 25 шт.
ВАЛИУМ РОШ,F.Hoffmann-La Roche (CHE),таб. 10 мг: 25 шт.
ВАЛОКОРДИН,KREWEL MEUSELBACH (DEU),◊ капли д/приема внутрь 20 или 50 мл: фл.
ВАЛОКОРМИД,ТВЕРСКАЯ ФАРМФАБРИКА (RUS),◊ капли д/приема внутрь: фл. 30 мл
ВАЛОКОРМИД,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ капли д/приема внутрь: фл. 30 мл
ВАЛОКОРМИД,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ капли д/приема внутрь: фл. 30 мл
ВАЛОСЕРДИН,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ капли д/приема внутрь 25 мл: фл.
ВАЛТРЕКС,GlaxoSmithKline Pharmaceuticals (POL),"таб., покр. оболочкой, 500 мг: 10 или 42 шт."
ВАЛЬДОКСАН,Les Laboratoires SERVIER (FRA),"таб., покр. пленочной обол., 25 мг: 14, 28, 98 или 100 шт."
ВАЛЬДОКСАН,Les Laboratoires SERVIER INDUSTRIE (FRA),"таб., покр. пленочной обол., 25 мг: 14, 28, 98 или 100 шт."
ВАЛЬПАРИН® ХР,TORRENT PHARMACEUTICALS (IND),"таб. пролонгир. действия, покр. оболочкой, 300 мг: 30,50 шт"
ВАЛЬПАРИН® ХР,TORRENT PHARMACEUTICALS (IND),"таб. пролонгир. действия, покр. оболочкой, 500 мг: 30,100  шт."
ВАЛЬСАКОР,KRKA (SLO),"таб., покр. пленочной оболочкой, 40 мг: 14, 20, 28, 30, 140, 200, 500 или 560 шт."
ВАЛЬСАКОР,KRKA (SLO),"таб., покр. пленочной оболочкой, 80 мг: 14, 20, 28, 30, 140, 200, 500 или 560 шт."
ВАЛЬСАКОР,KRKA (SLO),"таб., покр. пленочной оболочкой, 160 мг: 14, 20, 28, 30, 140, 200, 500 или 560 шт."
ВАЛЬЦИТ,F.Hoffmann-La Roche (CHE),"таб., покр. оболочкой, 450 мг: 60 шт."
ВАЛЬЦИТ,PATHEON (CAN),"таб., покр. оболочкой, 450 мг: 60 шт."
ВАНКОЛЕД,LEDERLE PARENTERALS (USA),лиоф. порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 10 шт.
ВАНКОЛЕД,LEDERLE PARENTERALS (USA),лиоф. порошок д/пригот. р-ра д/инъекц. 1 г: фл. 10 шт.
ВАНКОМИЦИН,МАКИЗ-ФАРМА (RUS),порошок д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН,LYKA LABS (IND),порошок д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН,МАКИЗ-ФАРМА (RUS),порошок д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОМИЦИН,LYKA LABS (IND),порошок д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОМИЦИН,СКОПИНСКИЙ ФАРМ.ЗАВОД (RUS),порошок д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОМИЦИН,LYKA LABS (IND),порошок д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОМИЦИН,СКОПИНСКИЙ ФАРМ.ЗАВОД (RUS),порошок д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН,LYKA LABS (IND),порошок д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН-ТЕВА,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН-ТЕВА,Human Serum Production and Medicine Manufacturing (HUN),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОМИЦИН-ТЕВА,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОМИЦИН-ТЕВА,Human Serum Production and Medicine Manufacturing (HUN),лиофилизат д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОРУС®,СИНТЕЗ (RUS),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОРУС®,СИНТЕЗ (RUS),лиофилизат д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ВАНКОЦИН®,VIANEX (GR),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНКОЦИН®,ELI LILLY VOSTOK (CHE),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ВАНМИКСАН,DAKOTA PHARM (FRA),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 10 шт.
ВАРИЛРИКС®,GlaxoSmithKline Biologicals (BEL),"лиофилизат д/пригот. р-ра д/п/к введения 1 доза: фл. 1 шт. в компл. с растворителем (амп., шприцы, шприцы с 1 или 2 иглами)"
ВАРИЛРИКС®,ГлаксоСмитКляйн Трейдинг (RUS),"лиофилизат д/пригот. р-ра д/п/к введения 1 доза: фл. 1 шт. в компл. с растворителем (амп., шприцы, шприцы с 1 или 2 иглами)"
ВАРТЕК,STIEFEL LABORATORIES (IRELAND) (IRL),крем д/наружн. прим. 0.15%: тубы 5 г или 10 г
ВАРФАРЕКС,GRINDEX (LAT),таб. 1 мг: 30 или 100 шт.
ВАРФАРЕКС,GRINDEX (LAT),таб. 3 мг: 30 или 100 шт.
ВАРФАРЕКС,GRINDEX (LAT),таб. 5 мг: 30 или 100 шт.
ВАРФАРИН НИКОМЕД,NYCOMED DANMARK (DNK),таб. 2.5 мг: 50 или 100 шт.
ВЕДИКАРДОЛ®,СИНТЕЗ (RUS),таб. 6.25 мг: 30 шт.
ВЕДИКАРДОЛ®,СИНТЕЗ (RUS),таб. 12.5 мг: 30 шт.
ВЕДИКАРДОЛ®,СИНТЕЗ (RUS),таб. 25 мг: 30 шт.
ВЕЗИКАР®,ASTELLAS PHARMA EUROPE (NID),"таб., покр. оболочкой, 5 мг: 10 или 30 шт."
ВЕЗИКАР®,ASTELLAS PHARMA EUROPE (NID),"таб., покр. оболочкой, 10 мг: 10 или 30 шт."
ВЕКТРУМ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊таб. жевательные: 30 шт.
ВЕКТРУМ® АКТИВ,Химико-фармацевтический комбинат АКРИХИН (RUS),◊таб. жевательные: 30 шт.
ВЕКТРУМ® ДЖУНИОР,Химико-фармацевтический комбинат АКРИХИН (RUS),◊таб. жевательные д/детей: 30 шт.
ВЕКТРУМ® КАЛЬЦИЙ,Химико-фармацевтический комбинат АКРИХИН (RUS),◊таб. жевательные: 30 шт.
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),таб. 37.5 мг: 28 шт.
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),таб. 75 мг: 28 шт.
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),"таб. 25 мг: 10, 20, 30 или 60 шт."
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),"таб. 50 мг: 10, 20, 30 или 60 шт."
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),капс. пролонгир. действия 75 мг: 28 шт.
ВЕЛАКСИН®,EGIS PHARMACEUTICALS (HUN),капс. пролонгир. действия 150 мг: 28 шт.
ВЕЛАФАКС,PLIVA HRVATSKA (HOR),таб. 37.5 мг: 28 шт.
ВЕЛАФАКС,PLIVA HRVATSKA (HOR),таб. 75 мг: 28 шт.
ВЕЛБИН,ACTAVIS GROUP hf. (ISL),конц. д/пригот. р-ра д/инф. 10 мг/1 мл: фл. 1 шт.
ВЕЛБИН,SINDAN-PHARMA S.C. S.R.L. (RUM),конц. д/пригот. р-ра д/инф. 10 мг/1 мл: фл. 1 шт.
ВЕЛБИН,МАКИЗ-ФАРМА (RUS),конц. д/пригот. р-ра д/инф. 50 мг/5 мл: фл. 1 шт.
ВЕЛБИН,ACTAVIS GROUP hf. (ISL),конц. д/пригот. р-ра д/инф. 50 мг/5 мл: фл. 1 шт.
ВЕЛБИН,SINDAN-PHARMA S.C. S.R.L. (RUM),конц. д/пригот. р-ра д/инф. 50 мг/5 мл: фл. 1 шт.
ВЕЛКЕЙД®,BEN VENUE Laboratories (USA),лиофилизат д/пригот. р-ра д/в/в введения 3.5 мг: фл. 1 шт.
ВЕЛКЕЙД®,JANSSEN-CILAG INTERNATIONAL (BEL),лиофилизат д/пригот. р-ра д/в/в введения 3.5 мг: фл. 1 шт.
ВЕЛМЕН,VITABIOTICS (GBR),◊ капс.: 30 шт.
ВЕНАРУС®,ФП ОБОЛЕНСКОЕ (RUS),"таб., покр. оболочкой, 450 мг+50 мг: 20, 30 или 45 шт."
ВЕНЗА®,RICHARD BITTNER (AUT),"◊ капли гомеопатич. 20 мл, 50 мл или 100 мл: фл.-капельницы"
ВЕНИТАН®,LEK d.d. (SLO),◊ крем 1%: тубы 50 г
ВЕНИТАН®,LEK d.d. (SLO),◊ гель д/наружн. прим. 1%: тубы 50 г
ВЕНИТАН®,LEK d.d. (SLO),◊ крем 5%: тубы 50 г
ВЕНИТАН® ФОРТЕ,LEK d.d. (SLO),◊ гель д/наружн. прим. 10 мг+100 МЕ: тубы 50 г
ВЕНЛАКСОР®,GRINDEX (LAT),таб. 75 мг: 30 шт.
ВЕНЛАКСОР®,GRINDEX (LAT),таб. 37.5 мг: 30 шт.
ВЕНОЛАЙФ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ гель д/наружн. прим. 20 мг+50 мг+2.5 мг/1 г: тубы 30 г или 40 г
ВЕНОПЛАНТ,Dr. WILLMAR SCHWABE (DEU),"◊ таб. пролонгир. действия, покр. оболочкой, 50 мг: 20, 50 или 100 шт."
ВЕНОРУТОН®,NOVARTIS CONSUMER HEALTH (CHE),◊ капс. 300 мг: 20 или 50 шт.
ВЕНОРУТОН®,NOVARTIS FARMACEUTICA (SPN),◊ капс. 300 мг: 20 или 50 шт.
ВЕНОРУТОН®,NOVARTIS CONSUMER HEALTH (CHE),◊ гель д/наружн. прим. 2%: туба 40 г или 100 г
ВЕНОРУТОН®,NOVARTIS CONSUMER HEALTH (CHE),◊ таб. шипучие 1 г: 15 шт.
ВЕНОРУТОН®,SwissCo Servises (CHE),◊ таб. шипучие 1 г: 15 шт.
ВЕНТЕР,KRKA (SLO),таб. 1 г: 50 шт.
ВЕНТЕР,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 500 мг: 100 шт.
ВЕНТОКОЛ,ФАРМСИНТЕЗ (RUS),таб. 4 мг: 100 шт.
ВЕНТОЛИН®,GLAXO WELLCOME GROUP (GBR),аэрозоль дозир. д/ингал. 100 мкг/1 доза: ингалятор 200 доз
ВЕНТОЛИН® НЕБУЛЫ,GLAXO WELLCOME (DEU),р-р д/ингал. 2.5 мг/2.5 мл: небулы 20 шт.
ВЕПЕЗИД,BRISTOL-MYERS SQUIBB (ITA),капс. 50 мг: 20 шт.
ВЕПЕЗИД,BRISTOL-MYERS SQUIBB (ITA),капс. 100 мг: 10 шт.
ВЕПЕЗИД,BRISTOL-MYERS SQUIBB (ITA),концентрат д/пригот. р-ра д/инф. 20 мг/1 мл: фл. 5 мл 1 шт.
ВЕРАПАМИЛ,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. оболочкой, 40 мг: 50 шт."
