title,man,description
НАЛБУФИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 10 мг/1 мл: амп. 5 шт.
НАЛБУФИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 20 мг/1 мл: амп. 5 шт.
НАЛБУФИН СЕРБ,SERB (FRA),р-р д/инъекц. 10 мг/1 мл: амп.
НАЛБУФИН СЕРБ,SERB (FRA),р-р д/инъекц. 20 мг/2 мл: амп.
НАЛГЕЗИН,KRKA (SLO),напроксена натрия 275мг
НАЛГЕЗИН,KRKA (SLO),"◊ таб., покр. пленочной оболочкой, 275 мг: 10 шт."
НАЛГЕЗИН,КРКА-РУС (RUS),"◊ таб., покр. пленочной оболочкой, 275 мг: 10 шт."
НАЛГЕЗИН ФОРТЕ,KRKA (SLO),"таб., покр. пленочной оболочкой, 550 мг: 10 шт."
НАЛКРОМ,ITALCHIMICI (ITA),капс. 100 мг: 30 шт.
НАЛКРОМ,ITC FARMA (ITA),капс. 100 мг: 30 шт.
НАЛОКСОН,WARSAW PHARMACEUTICAL WORK POLFA (POL),р-р д/инъекц. 400 мкг/1 мл: амп. 10 шт.
НАЛТРЕКСОН,HAUPT PHARMA WOLFRATSHAUSEN (DEU),капс. 50 мг: 28 шт.
НАЛТРЕКСОН,ORPHA DEVEL HANDELS-UND VERTRIEBS (AUT),капс. 50 мг: 28 шт.
НАЛТРЕКСОН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),таб. 50 мг: 10 шт.
НАЛТРЕКСОН ФВ,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),капс. 50 мг: 10 шт.
НАНИПРУС,PHARMACHIM HOLDING EAD/SOPHARMA (BLG),лиоф. порошок д/пригот. р-ра д/инъекц. 30 мг: амп. в компл. с растворителем
НАПРОКСЕН,PABIANICE PHARMACEUTICAL WORKS POLFA (POL),таб. 250 мг: 50 шт.
НАПРОКСЕН,PABIANICE PHARMACEUTICAL WORKS POLFA (POL),таб. 500 мг: 20 шт.
НАПРОКСЕН,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),"таб 250 мг: 10, 20, 30 или 50 шт."
НАПРОКСЕН-АКРИ®,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 250 мг: 30 шт.
НАРАМИГ,GLAXO OPERATIONS UK LIMITED (GBR),"таб., покр. оболочкой, 2.5 мг: 2, 4 или 6 шт."
НАРАМИГ,GLAXO WELLCOME UK LIMITED (GBR),"таб., покр. оболочкой, 2.5 мг: 2, 4 или 6 шт."
НАРКОТАН,LECIVA (CS),р-р д/ингал. введения 250 мл: фл. 1 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 20 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 20 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 75 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 75 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 100 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 100 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 40 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 40 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 150 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 150 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 200 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 200 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 200 мг/100 мл: контейнеры 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 200 мг/100 мл: контейнеры 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 400 мг/200 мл: контейнеры 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 400 мг/200 мл: контейнеры 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 50 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 50 мг/10 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (SWE),р-р д/инъекц. 100 мг/20 мл: амп. 5 шт.
НАРОПИН®,ASTRAZENECA (AU),р-р д/инъекц. 100 мг/20 мл: амп. 5 шт.
НАСОБЕК,IVAX Pharmaceuticals (CS),спрей назальный дозир. 50 мкг/1 доза: фл. 200 доз
НАСОБЕК,NORTON HEALTHCARE (GBR),аэрозоль д/интраназальн. прим. дозированный 50 мкг/1 доза: фл. 100 доз или 180 доз
НАСТОЙКА БОЯРЫШНИКА,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ настойка: фл. 25 мл
НАСТОЙКА ВАЛЕРИАНЫ,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ настойка (1:5): фл. 25 мл
НАТАЛЬСИД®,НИЖФАРМ (RUS),◊ суппозитории рект. 250 мг: 10 шт.
НАТЕКАЛЬ Д3,ITALFARMACO (ITA),◊ таб. жевательные 1.5 г+400 МЕ: 12 или 60 шт.
НАТЕКАЛЬ Д3,ITALFARMACO (ITA),◊ таб. д/рассасывания 1.5 г+400 МЕ: 12 или 60 шт.
НАТРИЯ АДЕНОЗИНТРИФОСФАТ,Новосибхимфарм (RUS),р-р д/в/в введения 1% (10 мг/1 мл): амп. 5 шт.
НАТРИЯ АДЕНОЗИНТРИФОСФАТ-ВИАЛ,NORTH CHINA PHARMACEUTICAL CORPORATION (CHI),р-р д/в/в введения 10 мг/1 мл: амп. 5 шт.
НАТРИЯ АДЕНОЗИНТРИФОСФАТ-ВИАЛ,ВИАЛ (RUS),р-р д/в/в введения 10 мг/1 мл: амп. 5 шт.
НАТРИЯ АДЕНОЗИНТРИФОСФАТ-ДАРНИЦА,ДАРНИЦА ФАРМАЦЕВТИЧЕСКАЯ ФИРМА (UKR),р-р д/в/в введения 1% (10 мг/1 мл): амп. 5 шт.
НАТРИЯ БИКАРБОНАТ,ЛИКВОР (AM),р-р д/инф. 5%: фл. 200 мл или 400 мл
НАТРИЯ БИКАРБОНАТ,ЛИКВОР (AM),р-р д/инф. 8.4%: бут. 200 мл 30 шт.
НАТРИЯ БИКАРБОНАТ,ЛИКВОР (AM),р-р д/инф. 8.4%: фл. 20 мл 30 шт.
НАТРИЯ ГИДРОКАРБОНАТ,ЮРИЯ-ФАРМ (UKR),р-р д/инф. 40 мг/1 мл: фл. 200 мл или 400 мл
НАТРИЯ ГИДРОКАРБОНАТ,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ порошок д/пригот. р-ра д/приема внутрь и местн. прим. 25 г: банки
НАТРИЯ ГИДРОКАРБОНАТ,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ порошок д/пригот. р-ра д/приема внутрь и местн. прим. 10 г: пакеты 5 шт.
НАТРИЯ ГИДРОКАРБОНАТ-ЭСКОМ,ЭСКОМ НПК (RUS),"р-р д/инф. 5%: фл. 100 мл, 200 мл или 400 мл"
НАТРИЯ НУКЛЕИНАТ,БИОСИНТЕЗ (RUS),порошок д/пригот. сусп. д/приема внутрь 500 мг: фл. 10 мл 50 шт.
НАТРИЯ НУКЛЕИНАТ,БИОАМИД (RUS),порошок д/пригот. сусп. д/приема внутрь 500 мг: фл. 10 мл 50 шт.
НАТРИЯ ОКСИБАТ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/в/в и в/м введения 1 г/5 мл: амп. 5 шт.
НАТРИЯ ОКСИБАТ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/в/в и в/м введения 1 г/5 мл: амп. 5 шт.
НАТРИЯ ОКСИБУТИРАТ,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 20% (1 г/5 мл): амп. 10 шт.
НАТРИЯ ОКСИБУТИРАТ,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 20% (1 г/5 мл): амп. 10 шт.
НАТРИЯ ОКСИБУТИРАТ,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 20% (2 г/10 мл): амп. 10 шт.
НАТРИЯ ОКСИБУТИРАТ,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 20% (2 г/10 мл): амп. 10 шт.
НАТРИЯ ОКСИБУТИРАТ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в введения 2 г/10 мл: амп. 10 шт.
НАТРИЯ ОКСИБУТИРАТ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в введения 2 г/10 мл: амп. 10 шт.
НАТРИЯ ПАРА-АМИНОСАЛИЦИЛАТ,ФАРМСИНТЕЗ (RUS),"гранулы, покр. обол., д/приема внутрь 80 г/100 г: пакеты 4 г или 100 г"
НАТРИЯ ТИОСУЛЬФАТ,ВЕРОФАРМ (RUS),р-р д/в/в введения 30% (3 г/10 мл): амп. 10 шт.
НАТРИЯ ТИОСУЛЬФАТ,Новосибхимфарм (RUS),р-р д/в/в введения 30% (3 г/10 мл): амп. 10 шт.
НАТРИЯ ТИОСУЛЬФАТ,Новосибхимфарм (RUS),р-р д/в/в введения 30% (1.5 г/5 мл): амп. 10 шт.
НАТРИЯ ТИОСУЛЬФАТ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в введения 3 г/10 мл: амп. 10 шт.
НАТРИЯ ТИОСУЛЬФАТ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в введения 1.5 г/5 мл: амп. 10 шт.
НАТРИЯ ФТОРИД,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. д/детей 1.1 мг: 50 шт.
НАТРИЯ ХЛОРИД,HEMOFARM KONCERN (UGS),р-р д/инф. 4.5 г/500 мл: фл. 1 шт.
НАТРИЯ ХЛОРИД,СИНТЕЗ (RUS),"р-р д/инф. изотонический 0.9%: контейнеры 200 мл, 250 мл, 400 мл, 500 мл, 800 мл или 1 л"
НАТРИЯ ХЛОРИД,ЭСКОМ НПК (RUS),"р-р д/инф. 0.9%: фл. 200 мл, 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,СВЕРДЛОВСКАЯ ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ (RUS),"р-р д/инф. 0.9%: фл. 200 мл, 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,ИММУНОПРЕПАРАТ (RUS),"р-р д/инф. 0.9%: фл. 200 мл, 400 мл 1 шт."
НАТРИЯ ХЛОРИД,ВОСТОК (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,ВИРИОН НПО (RUS),"р-р д/инф. 0.9%: амп. 2 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,БИОХИМИК (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,НЕСВИЖСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ (BLR),"р-р д/инф. 0.9%: фл. 200 мл 1 или 40 шт., фл. 400 мл 1 или 24 шт."
НАТРИЯ ХЛОРИД,Новосибхимфарм (RUS),р-р д/инф. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,САНГВИС СПК №2 СО ГУЗ (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/инф. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,ЗАВОД МЕДСИНТЕЗ (RUS),"р-р д/инф. 0.9%: контейнеры 250 мл, 500 мл или 1 л 1 шт."
НАТРИЯ ХЛОРИД,КРАСФАРМА (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 24 шт., фл. 400 мл 1 или 12 шт."
НАТРИЯ ХЛОРИД,ННТ-ФАРМА (RUS),р-р д/инф. 0.9%: контейнеры 250 мл или 500 мл 1 шт.
НАТРИЯ ХЛОРИД,ЭЛЬФАРМИ (RUS),р-р д/инф. 0.9%: контейнеры 500 мл 1 шт.
НАТРИЯ ХЛОРИД,ГЕМАТЕК (RUS),"р-р д/инф. 0.9%: фл. 250 мл 15 шт., фл. 500 мл 10 шт."
НАТРИЯ ХЛОРИД,ДАЛЬХИМФАРМ (RUS),р-р д/инф. 0.9%: фл. 200 мл или 400 мл
НАТРИЯ ХЛОРИД,ИСТ-ФАРМ (RUS),"р-р д/инф. 0.9%: фл. 250 мл, 500 мл"
НАТРИЯ ХЛОРИД,ЭЛЬФАРМИ (RUS),"р-р д/инф. 0.9%: фл. 250 мл, 500 мл"
НАТРИЯ ХЛОРИД,ВЕРОФАРМ (RUS),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,ЮГРАФАРМ (RUS),"р-р д/инф. 0.9%: бутылки 250 мл, 500 мл"
НАТРИЯ ХЛОРИД,АЛТАЙВИТАМИНЫ (RUS),"р-р д/инф. 0.9%: фл. 100 мл, 200 мл, 250 мл или 400 мл"
НАТРИЯ ХЛОРИД,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),"р-р д/инъекц. 0.9%: амп. 2 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,НПО МИКРОГЕН ФГУП (RUS),р-р д/инъекц. 0.9%: фл. 200 мл или 400 мл
НАТРИЯ ХЛОРИД,БИОХИМИК (RUS),р-р д/инф. 0.9%: амп. 5 мл 10 шт.
НАТРИЯ ХЛОРИД,БИОСИНТЕЗ (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,БИОТЭК МФПДК (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,БИОСИНТЕЗ (RUS),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,БИОТЭК МФПДК (RUS),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,ЛИПЕЦКАЯ ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТРИЯ ХЛОРИД,ГАЛИЧФАРМ (UKR),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),"р-р д/инъекц. 0.9%: амп. 1 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,АКАФАРМ (RUS),"р-р д/инф. 0.9%: фл. 100 мл, 200 мл или 400 мл"
НАТРИЯ ХЛОРИД,ДАЛЬХИМФАРМ (RUS),"р-р д/инъекц. 0.9%: амп. 1 мл, 2 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,БРЫНЦАЛОВ-А (RUS),"р-р д/инъекц. 0.9%: амп. 1 мл, 2 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,MAPICHEM (CHE),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,SISHUI XIERKANG PHARMACEUTICAL (CHI),р-р д/инъекц. 0.9%: амп. 5 мл или 10 мл 10 шт.
НАТРИЯ ХЛОРИД,"КУРСКАЯ БИОФАБРИКА - ФИРМА ""БИОК"" (RUS)","р-р д/инф. 0.9%: фл. 200 мл, 400 мл 1 шт."
НАТРИЯ ХЛОРИД,МОСФАРМ (RUS),р-р д/инъекц. 0.9%: фл. 200 мл или 400 мл
НАТРИЯ ХЛОРИД,НПО МИКРОГЕН ФГУП (RUS),р-р д/инъекц. 0.9%: фл. 200 мл или 400 мл
НАТРИЯ ХЛОРИД,НПО МИКРОГЕН ФГУП (RUS),"р-р д/инъекц. 0.9%: амп. 2 мл, 5 мл или 10 мл 10 шт."
НАТРИЯ ХЛОРИД,САХАМЕДПРОМ ГУП (RUS),р-р д/инф. 0.9%: контейнеры 500 мл
НАТРИЯ ХЛОРИД,АСФАРМА (RUS),р-р д/инф. 0.9%: контейнеры 250 мл или 500 мл
НАТРИЯ ХЛОРИД,ЭПОХА (RUS),"р-р д/инф. 0.9%: фл. 250 мл, 1 л, 2 л"
НАТРИЯ ХЛОРИД,РЕСТЕР (RUS),р-р д/инф. 0.9%: контейнеры 250 мл или 500 мл 1 шт.
НАТРИЯ ХЛОРИД БРАУН,B.BRAUN MELSUNGEN (DEU),"р-р д/инф. 0.9%: бут. 100 мл, 500 мл или 1 л"
НАТРИЯ ХЛОРИД-СЕНДЕРЕСИС,СЕНДЕРЕСИС (RUS),"р-р д/инф. 0.9%: фл. 200 мл, 250 мл, 400 мл или 500 мл 1 шт."
НАТРИЯ ХЛОРИД-СИНКО,ВНИИ ЗАЩИТЫ ЖИВОТНЫХ (RUS),"р-р д/инф. 0.9%: фл. 200 мл 1 или 28 шт., фл. 400 мл 1 или 15 шт."
НАТУЛАН,SIGMA-TAU Industrie Farmaceutiche Riunite (ITA),капс. 50 мг: 50 шт.
НАТУЛАН,AMAREG (DEU),капс. 50 мг: 50 шт.
НАТУРКАРСЕВТ,BULGARIAN ROSE SEVTOPOLIS (BLG),драже 35 мг: 80 шт.
НАТУРКАРСЕВТ,BULGARIAN ROSE SEVTOPOLIS (BLG),капс. 100 мг: 60 шт.
НАФАЗОЛ-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊ капли назальные 0.05%: фл. 10 мл
НАФАЗОЛ-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊ капли назальные 0.1%: фл. 10 мл
НАФТИЗИН,СИНТЕЗ (RUS),◊ капли назальные 0.1%: фл.-капельн. 10 мл 1 шт.
НАФТИЗИН,Фармацевтическая Фирма ЛЕККО (RUS),◊ капли назальные 0.1%: фл.-капельн. 10 мл
НАФТИЗИН,Фармацевтическая Фирма ЛЕККО (RUS),◊ капли назальные 0.05%: фл.-капельн. 10 мл
НАФТИЗИН,ОБНОВЛЕНИЕ (RUS),"◊ капли назальные 0.05%: тюбик-капельн. 2 мл, фл.-капельн. 5 мл, 10 мл, 15 мл или 20 мл"
НАФТИЗИН,ОБНОВЛЕНИЕ (RUS),"◊ капли назальные 0.1%: тюбик-капельн. 2 мл, фл.-капельн. 5 мл, 10 мл, 15 мл или 20 мл"
НАФТИЗИН,ЭРГОФАРМ (RUS),◊ капли назальные 0.05%: фл. 10 мл
НАФТИЗИН,ЭРГОФАРМ (RUS),◊ капли назальные 0.1%: фл. 10 мл
НАФТИЗИН,НПО МИКРОГЕН ФГУП (RUS),◊ капли назальные 0.05%: фл.-капельн. 10 мл
НАФТИЗИН,НПО МИКРОГЕН ФГУП (RUS),◊ капли назальные 0.1%: фл.-капельн. 10 мл
НАФТИЗИН,СЛАВЯНСКАЯ АПТЕКА (RUS),◊ капли назальные 0.1%: фл.-капельн. 10 мл 1 шт.
НАФТИЗИН,СЛАВЯНСКАЯ АПТЕКА (RUS),◊ капли назальные 0.05%: фл.-капельн. 10 мл 1 шт.
НАФТИЗИН,ДАВ ФАРМ (RUS),"◊ капли назальные 0.05%: фл.-капельн. 10, 15 или 20 мл"
НАФТИЗИН,ДАВ ФАРМ (RUS),"◊ капли назальные 0.1%: фл.-капельн. 10, 15 или 20 мл"
НАЦЕФ,АБОЛмед (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
НАЦЕФ,АБОЛмед (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 1 шт.
НАШАТЫРНО-АНИСОВЫЕ КАПЛИ,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ р-р д/приема внутрь спиртовой 2.81 г+15 мл/100 мл: фл. 25 мл
НЕБАЛГАН,IPCA LABORATORIES (IND),◊ таб. 500 мг+5 мг+100 мкг: 100 шт.
НЕБАЛГАН,IPCA LABORATORIES (IND),р-р д/инъекц. 1 г+4 мг+40 мкг/2 мл: амп. 10 шт.
НЕБАЛГАН,IPCA LABORATORIES (IND),р-р д/инъекц. 2.5 г+10 мг+100 мкг/5 мл: амп. 5 шт.
НЕБИДО,SCHERING (DEU),р-р д/в/м введения 1 г/4 мл: амп. 1 шт.
НЕБИДО,JENAHEXAL PHARMA (DEU),р-р д/в/м введения 1 г/4 мл: амп. 1 шт.
НЕБИЛЕТ,BERLIN-CHEMIE AG/MENARINI GROUP (DEU),"таб. 5 мг: 7, 14, 28 или 56 шт."
НЕБЦИН,ELI LILLY (FRA),р-р д/инъекц. 80 мг/2 мл: фл. 5 шт.
НЕВИГРАМОН,CHINOIN Pharmaceutical and Chemical Works (HUN),капс. 500 мг: 56 шт.
НЕГРАМ,KRKA (SLO),таб. 500 мг: 56 шт.
НЕГРУСТИН®,HEXAL (DEU),◊ капс. 425 мг: 30 шт.
НЕГРУСТИН®,SALUTAS PHARMA (DEU),◊ капс. 425 мг: 30 шт.
НЕГРУСТИН®,HEXAL (DEU),◊ р-р д/приема внутрь 791 мг/1 мл: фл. 50 мл или 100 мл
НЕГРУСТИН®,SALUTAS PHARMA (DEU),◊ р-р д/приема внутрь 791 мг/1 мл: фл. 50 мл или 100 мл
