title,man,description
БУРАНА®,ORION CORPORATION ORION PHARMA (FIN),"◊ таб., покр. пленочной обол., 200 мг: 20, 30 или 100 шт."
БУРАНА®,ORION CORPORATION ORION PHARMA (FIN),"◊ таб., покр. пленочной обол., 400 мг: 10, 30 или 100 шт."
БУСЕРЕЛИН,ФАРМ-СИНТЕЗ (RUS),спрей назальный дозированный 150 мкг/1 доза: фл. 17.5 мл
БУСЕРЕЛИН-ДЕПО,ФАРМ-СИНТЕЗ (RUS),лиофилизат д/пригот. сусп. пролонгир. высвобождения для в/м введения 3.75 мг: фл. 1 шт. в компл. с растворителем
БУСКОПАН®,BOEHRINGER INGELHEIM FRANCE (FRA),"◊ таб., покр. сахарной оболочкой, 10 мг: 20 шт."
БУСКОПАН®,BOEHRINGER INGELHEIM INTERNATIONAL (DEU),◊ суппозитории рект. 10 мг: 10 шт.
БУСКОПАН®,ISTITUTO de ANGELI (ITA),◊ суппозитории рект. 10 мг: 10 шт.
БУТАДИОН,GEDEON RICHTER (HUN),◊ мазь д/наружн. прим. 5%: туба 20 г
БУТАДИОН,ФП ОБОЛЕНСКОЕ (RUS),"таб. 150 мг: 10, 20, 30, 40 или 50 шт."
БУТОРФАНОЛ,БЕЛМЕДПРЕПАРАТЫ (BLR),р-р д/в/м и в/в введения 2 мг/1 мл: амп. 10 шт.
БУТОРФАНОЛА ТАРТРАТ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 0.2% (2 мг/1 мл): амп. 5 или 10 шт.
БУТОРФАНОЛА ТАРТРАТ,КОНЦЕРН СТИРОЛ (UKR),р-р д/в/м введения 0.2% (2 мг/1 мл): шприц-тюбики 1 шт.
БУТОРФАНОЛА ТАРТРАТ,Государственный завод медицинских препаратов (RUS),р-р д/в/в и в/м введения 2 мг/1 мл: амп. 5 шт.
БУФЕНОКС,ОРГАНИКА (RUS),таб. 1 мг: 50 шт.
БЫСТРУМГЕЛЬ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ гель д/наружн. прим. 2.5%: тубы 30 г или 50 г
БЮБХЕН  Гель для душа и шампунь 2 в 1,Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,  растительные поверхностно-активные вещества 		"
БЮБХЕН  Лосьон 2-фазный для купания,Бюбхен Верк Эвальд Гермес (DEU),"Содержит миндальное масло и масло подсолнечника, календулу и протеин пшеницы	"
БЮБХЕН Влажные салфетки,Бюбхен Верк Эвальд Гермес (DEU),Содержит ценный экстракт ромашки
"БЮБХЕН Влажные салфетки ""Комфорт""",Бюбхен Верк Эвальд Гермес (DEU),Влажные салфетки Комфорт
"БЮБХЕН Влажные салфетки, наполнитель",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценный экстракт ромашки, отбелены без хлора,  не содержат спирта 						"
БЮБХЕН Гель для купания 400 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы, натуральные активные компоненты ромашки, растительные поверхносто-активные вещества		"
БЮБХЕН Гель для купания 50 мл,Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы, натуральные активные компоненты ромашки,  растительные поверхносто-активные вещества					"
"БЮБХЕН Гель для мытья и душа ""Календула""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), пантенол и глицерин  	"
"БЮБХЕН Гель для умывания и купания ""С первых дней""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценное масло карите, не содержит эфирных масел 			"
БЮБХЕН Детская присыпка,Бюбхен Верк Эвальд Гермес (DEU),"Основа – чистый тальк мелкого помола,без добавления консервантов 			"
БЮБХЕН Детский косметический крем,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло миндаля, пчелиный воск, масло карите,   аллантоин (способствует заживлению ран) 		"
БЮБХЕН Детский шампунь 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты ромашки и протеина пшеницы, растительные поверхностно-активные вещества"
БЮБХЕН Детский шампунь 400 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты ромашки и протеина пшеницы, растительные поверхностно-активные вещества		"
БЮБХЕН Детский шампунь 50 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты ромашки и протеина пшеницы, растительные поверхностно-активные вещества 	"
БЮБХЕН Детский шампунь 500 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты ромашки и протеина пшеницы, растительные поверхностно-активные вещества 		"
БЮБХЕН Детское мыло,Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные растительные масла, не содержит консервантов	"
"БЮБХЕН Защитный крем под подгузник ""С первых дней""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценное масло карите, не содержит эфирных масел 		"
БЮБХЕН Крем для младенцев 150 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ромашку и оксид цинка (антисептический эффект), пчелиный воск и пантенол, масло карите, масло подсолнечника 		"
БЮБХЕН Крем для младенцев 20 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ромашку и оксид цинка (антисептический эффект), пчелиный воск и пантенол, масло карите, масло подсолнечника 	"
БЮБХЕН Крем для мытья и душа,Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы, натуральные активные компоненты миндального масла, шиповника и алоэ вера, растительные поверхностно-активные вещества		"
"БЮБХЕН Крем для мытья и душа ""Календула""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), пантенол, цинк и пчелиный воск 			"
"БЮБХЕН Крем для мытья и душа ""Свежесть алоэ""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и алоэ, натуральные активные компоненты миндального масла, шиповника и алоэ вера,  растительные поверхностно-активные вещества			"
"БЮБХЕН Крем для ухода за кожей ""С первых дней""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценное масло карите, не содержит эфирных масел 		"
БЮБХЕН Крем по уходу за лицом с календулой,Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), эфирные масла 	"
БЮБХЕН Крем при непогоде,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло миндаля и витамин Е, масло карите и пантенол, растительные масла 	"
БЮБХЕН Крем увлажняющий нежный 20 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло миндаля и масло карите, пантенол, масло подсолнечника 			"
БЮБХЕН Крем увлажняющий нежный 75 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло миндаля и масло карите, пантенол, масло подсолнечника 			"
БЮБХЕН Лосьон после загара,Бюбхен Верк Эвальд Гермес (DEU),"Содержит высоко эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5 		"
БЮБХЕН Масло для младенцев 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценный экстракт календулы, не содержит парафинового масла  		"
БЮБХЕН Масло для младенцев 40 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценный экстракт календулы, не содержит парафинового масла			"
БЮБХЕН Масло для младенцев 400 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценный экстракт календулы, не содержит парафинового масла		"
БЮБХЕН Масло для младенцев 500 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценный экстракт календулы, не содержит парафинового масла 			"
"БЮБХЕН Масло для ухода за кожей ""С первых дней""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценное масло карите, не содержит эфирных масел 		"
БЮБХЕН Масло для ухода за кожей с календулой 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу),  миндальное масло и масло подсолнечника, 	ромашку 		"
БЮБХЕН Масло для ухода за кожей с календулой 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу),  миндальное масло и масло подсолнечника, ромашку  		"
БЮБХЕН Массажное масло 200 МЛ,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло шиповника, чистые растительные масла жожоба, миндаля и карите		"
БЮБХЕН Массажное масло 40 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло шиповника, чистые растительные масла жожоба, миндаля и карите 	"
"БЮБХЕН Молочко ""Календула""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), пантенол, цинк и пчелиный воск 		"
БЮБХЕН Молочко 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло карите,  масло подсолнечника, пантенол 	"
БЮБХЕН Молочко 400 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло карите, масло подсолнечника, пантенол 	"
БЮБХЕН Молочко 50 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло карите, масло подсолнечника, пантенол 		"
БЮБХЕН Молочко 500 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло карите, масло подсолнечника, пантенол 	"
"БЮБХЕН Молочко для тела ""Принцесса Розалея"" ",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ромашку и масло подсолнечника, натуральный увлажнитель, с изысканным ароматом пиона  		"
"БЮБХЕН Молочко для ухода за кожей ""С первых дней""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит ценное масло карите, не содержит эфирных масел 	"
БЮБХЕН Очищающие салфетки промасленные,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло миндаля и экстракт ромашки, отбелено без хлора, без спирта и красителей			"
БЮБХЕН Пена для ванны,Бюбхен Верк Эвальд Гермес (DEU),"Содержит пантенол, 	растительные поверхностно-активные вещества	"
"БЮБХЕН Пенка для умывания ""Принцесса Розалея""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты, растительные моющие субстанции	"
"БЮБХЕН Пенка для умывания ""Спорт и удовольствие""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит натуральные активные компоненты, растительные моющие субстанции 	"
БЮБХЕН Расслабляющий гель для душа,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло шиповника, ценные масла магнолии и лаванды,  моющие компоненты растительного происхождения 		"
"БЮБХЕН Солнцезащитное молочко KIDS , коэф. 50",Бюбхен Верк Эвальд Гермес (DEU),"Содержит высоко эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5 		"
БЮБХЕН Солнцезащитное молочко коэф. 20,Бюбхен Верк Эвальд Гермес (DEU),"Содержит эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5			"
"БЮБХЕН Солнцезащитное молочко коэф. 30, 150 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5 		"
"БЮБХЕН Солнцезащитное молочко коэф. 30, 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит эффективную систему фильтров UVA/UVB,  усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5 		"
БЮБХЕН Солнцезащитное молочко коэф. 50,Бюбхен Верк Эвальд Гермес (DEU),"Содержит эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5 		"
БЮБХЕН Солнцезащитный спрей KIDS коэф. 30,Бюбхен Верк Эвальд Гермес (DEU),"Содержит высоко эффективную систему фильтров UVA/UVB, усиленная защита от UVA  лучей благодаря балансу UVA/UVB в соответствии с европейской Колипа-нормой, содержит витамин Е и провитамин В5  			"
БЮБХЕН Специальный защитный крем,Бюбхен Верк Эвальд Гермес (DEU),"Содержит ромашку и рыбий жир, пантенол, витамин Е, аллантоин (способствует заживлению ран) 	"
"БЮБХЕН Специальный защитный крем ""Календула""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), пантенол, цинк и пчелиный воск			"
БЮБХЕН Средство для ванн 200 мл.,Бюбхен Верк Эвальд Гермес (DEU),"С натуральными активными компонентами ромашки и протеина пшеницы, содержит пантенол, 	растительные поверхностно-активные вещества	"
БЮБХЕН Средство для ванн 400 мл.,Бюбхен Верк Эвальд Гермес (DEU),"С натуральными активными компонентами ромашки и протеина пшеницы, содержит пантенол, 	растительные поверхностно-активные вещества		"
БЮБХЕН Средство для ванн 50 мл.,Бюбхен Верк Эвальд Гермес (DEU),"С натуральными активными компонентами ромашки и протеина пшеницы, пантенол,  растительные поверхностно-активные вещества		"
"БЮБХЕН Средство для ванны и душа ""Принцесса Розалея"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,  растительные моющие субстанции, с изысканным ароматом пиона 	"
"БЮБХЕН Средство для ванны и душа ""Принцесса Розалея"" 250 мл",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные моющие субстанции, с изысканным ароматом пиона		"
"БЮБХЕН Средство для ванны и душа ""Принцесса Розалея"" 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные моющие субстанции, с изысканным ароматом пиона 	"
"БЮБХЕН Увлажняющее молочко ""Нежное"" 300 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло карите, масло подсолнечника, пантенол  	"
БЮБХЕН Ухаживающий лосьон 200 МЛ,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло шиповника, чистые растительные масла жожоба, миндаля и карите, алоэ-вера 			"
БЮБХЕН Ухаживающий лосьон 40 мл.,Бюбхен Верк Эвальд Гермес (DEU),"Содержит масло шиповника, чистые растительные масла жожоба, миндаля и карите, алоэ-вера 		"
"БЮБХЕН Шампунь ""Календула""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит органическую календулу (БИО Календулу), пантенол, цинк и пчелиный воск 			"
"БЮБХЕН Шампунь 2 в 1 ""Принцесса Розалея"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные моющие субстанции, кондиционер  	"
"БЮБХЕН Шампунь 2 в 1 ""Принцесса Розалея"" 250 мл",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные моющие субстанции, кондиционер 	"
"БЮБХЕН Шампунь 2 в 1 ""Принцесса Розалея"" 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, 	растительные моющие субстанции, кондиционер 	"
"БЮБХЕН Шампунь для волос и тела ""Абрикос"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,   растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Абрикос"" 250 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,   растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Абрикос"" 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, 	растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Бамбуковая панда"" 200 мл",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Дыня"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,  	растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Зов джунглей"" 200 мл",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 	"
"БЮБХЕН Шампунь для волос и тела ""Клубника"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,    растительные поверхностно-активные вещества 	"
"БЮБХЕН Шампунь для волос и тела ""Клубника"" 250 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Малина"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Малина"" 250 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Малина"" 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,  растительные поверхностно-активные вещества 			"
"БЮБХЕН Шампунь для волос и тела ""Спорт и удовольствие"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 	"
"БЮБХЕН Шампунь для волос и тела ""Спорт и удовольствие"" 250 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Яблоко"" 200 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,   растительные поверхностно-активные вещества 		"
"БЮБХЕН Шампунь для волос и тела ""Яблоко"" 50 мл.",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5,  растительные поверхностно-активные вещества  	"
БЮБХЕН Шампунь для младенцев,Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы, алоэ вера, пантенол и ромашку	"
"БЮБХЕН Шампунь для мытья волос и тела для детей ""Джунгли""",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные поверхностно-активные вещества 	"
"БЮБХЕН Шампунь, бальзам для волос и гель для душа 3 в 1",Бюбхен Верк Эвальд Гермес (DEU),"Содержит протеин пшеницы и провитамин В5, растительные моющие субстанции, бальзам для волос (кондиционер) 	"
