title,man,description
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. жевательные/растворимые 5 мг: 30 шт.
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. жевательные/растворимые 25 мг: 30 шт.
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. жевательные/растворимые 100 мг: 30 шт.
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. 25 мг: 30 шт.(pol)
ЛАМИКТАЛ,ГлаксоСмитКляйн Трейдинг (RUS),таб. 25 мг: 30 шт.(pol)
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. 50 мг: 30 шт. (pol)
ЛАМИКТАЛ,ГлаксоСмитКляйн Трейдинг (RUS),таб. 50 мг: 30 шт. (pol)
ЛАМИКТАЛ,GlaxoSmithKline Pharmaceuticals (POL),таб. 100 мг: 30 шт. (pol)
ЛАМИКТАЛ,ГлаксоСмитКляйн Трейдинг (RUS),таб. 100 мг: 30 шт. (pol)
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ПЯТИГОРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ТРАВНИК ПЗК (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ИВАН-ЧАЙ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ТЕХМЕДСЕРВИС (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),АДОНИС ФИРМА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ЛЕНМЕДСНАБ-ДОКТОР W (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),АПЕКС (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ФАРОС-21 (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ЭНСИ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),КУБАНЬЛЕКТРАВЫ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ФИТО-ЭМ аграрно-промышленная фирма (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),АГРОФИТОФАРМ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ВЛАДИВОСТОКСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),АЗУЛЕН-ТЕМРЮК (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),РОСБИО (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ЛЕК С+ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),БИО-ФАРМ ПК (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ДЖИНДАЛ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ СЛОЕВИЩА (МОРСКАЯ КАПУСТА),ЛЕНМЕДСНАБ (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАМИНАРИИ ТАБЛЕТКИ,ЭВАЛАР (RUS),◊ таб. 500 мг: 90 шт.
ЛАМИТОР®,TORRENT PHARMACEUTICALS (IND),"таб. 25 мг: 30,  50 шт."
ЛАМИТОР®,TORRENT PHARMACEUTICALS (IND),"таб. 50 мг: 30,  50 шт."
ЛАМИТОР®,TORRENT PHARMACEUTICALS (IND),"таб. 100 мг: 30,  50 шт."
ЛАМОЛЕП,GEDEON RICHTER (HUN),таб. 25 мг: 30 шт.
ЛАМОЛЕП,GEDEON RICHTER (HUN),таб. 50 мг: 30 шт.
ЛАМОЛЕП,GEDEON RICHTER (HUN),таб. 100 мг: 30 шт.
ЛАМОТРИДЖИН,OKASA PHARMA (IND),таб. 25 мг: 10 или 30 шт.
ЛАМОТРИДЖИН,OKASA PHARMA (IND),таб. 50 мг: 10 или 30 шт.
ЛАМОТРИДЖИН,OKASA PHARMA (IND),таб. 100 мг: 10 или 30 шт.
ЛАНАТОЗИД-ОЗ,ОПЫТНЫЙ ЗАВОД ГНЦЛС ДП УКРМЕДПРОМ (UKR),р-р д/в/в введения 200 мкг/1 мл: амп. 10 шт.
ЛАНЗАП®,DR. REDDY`S LABORATORIES (IND),капс. 30 мг: 20 шт.
ЛАНЗОПТОЛ,KRKA (SLO),капс. 30 мг: 14 шт.
ЛАНСОПРАЗОЛ,МАКИЗ-ФАРМА (RUS),"капс. 30 мг: 10, 20 или 30 шт."
ЛАНСОПРАЗОЛ,HETERO DRUGS Limited (IND),"капс. 30 мг: 10, 20 или 30 шт."
ЛАНСОФЕД,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),капс. 30 мг: 20 шт.
ЛАНТУС®,AVENTIS PHARMA Deutschland (DEU),"р-р д/п/к введен. 100 МЕ/мл: картридж 3 мл 5 шт., шприц-ручка ОптиПен Про 1 или картриджн. система ОптиКлик"
ЛАНТУС®,AVENTIS PHARMA Deutschland (DEU),р-р д/п/к введен. 100 МЕ/мл: фл. 10 мл 1 шт.
ЛАНЦИД,MICRO LABS (IND),капс. 30 мг: 30 шт.
ЛАНЦИД,MICRO LABS (IND),капс. 15 мг: 30 шт.
ЛАПЧАТКИ КОРНЕВИЩА,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 50 г: пачки
ЛАРИАМ,F.Hoffmann-La Roche (CHE),таб. 250 мг: 8 шт.
ЛАСЛОНВИТА,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб., покр. пленочной обол.: 100 шт."
ЛАСТЕТ,NIPPON KAYAKU (JPN),р-р д/инф. 100 мг/5 мл: амп. 10 шт.
ЛАСТЕТ,NIPPON KAYAKU (JPN),капс. 50 мг: 20 шт.
ЛАСТЕТ,NIPPON KAYAKU (JPN),капс. 25 мг: 40 шт.
ЛАСТЕТ,NIPPON KAYAKU (JPN),капс. 100 мг: 10 шт.
ЛАТИКОРТ,PHARMACEUTICAL WORKS JELFA (POL),◊ крем 0.1%: туба 15 г
ЛАТИКОРТ,PHARMACEUTICAL WORKS JELFA (POL),◊ мазь 0.1%: туба 15 г
ЛАТИКОРТ,PHARMACEUTICAL WORKS JELFA (POL),◊ р-р д/наружн. прим. 0.1%: фл. 20 мл
ЛАТРАН,ФАРМЗАЩИТА НПЦ (RUS),"таб., покр. оболочкой, 4 мг: 16 шт."
ЛАТРАН,ФАРМЗАЩИТА НПЦ (RUS),р-р д/в/в и в/м введения 4 мг/2 мл: амп. 5 шт.
ЛАТРАН,ФАРМЗАЩИТА НПЦ (RUS),р-р д/в/в и в/м введения 8 мг/4 мл: амп. 5 шт.
ЛАЦИПИЛ,GlaxoSmithKline Pharmaceuticals (POL),"таб., покр. оболочкой, 2 мг: 14 или 28 шт."
ЛАЦИПИЛ,GlaxoSmithKline Pharmaceuticals (POL),"таб., покр. оболочкой, 4 мг: 14 или 28 шт."
ЛЕВАМИЗОЛА ГИДРОХЛОРИД,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),таб. 150 мг: 1 шт.
ЛЕВЕМИР® ФлексПен®,NOVO NORDISK (DNK),"р-р д/п/к введения 100 ЕД/мл: одноразовые, предварительно заполненные шприц-ручки д/многократных инъекций 3 мл 5 шт."
ЛЕВЗЕИ ЭКСТРАКТ ЖИДКИЙ,КАМЕЛИЯ НПП (RUS),◊ экстракт жидкий 1 кг/1 л: фл. 50 мл
ЛЕВИТРА®,BAYER HealthCare (DEU),"таб., покр. оболочкой, 5 мг: 1, 2, 3, 4, 6, 8, 9 или 12 шт."
ЛЕВИТРА®,BAYER HealthCare (DEU),"таб., покр. оболочкой, 10 мг: 1, 2, 3, 4, 6, 8, 9 или 12 шт."
ЛЕВИТРА®,BAYER HealthCare (DEU),"таб., покр. оболочкой, 20 мг: 1, 2, 3, 4, 6, 8, 9 или 12 шт."
ЛЕВОМЕКОЛЬ,Химико-фармацевтический комбинат АКРИХИН (RUS),"◊ мазь д/наружн. прим.: туба 40 г, банка 1 кг"
ЛЕВОМЕКОЛЬ®,НИЖФАРМ (RUS),"◊ мазь д/наружн. прим.: туба 40 г, банки 100 г или 1000 г"
ЛЕВОМИР,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 10 мг: 30 шт."
ЛЕВОМИР,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 20 мг: 30 шт."
ЛЕВОМИР,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 40 мг: 30 шт."
ЛЕВОМИЦЕТИН,Фармацевтическая Фирма ЛЕККО (RUS),капли глазные 0.25%: фл-капельн. 5 мл или 10 мл
ЛЕВОМИЦЕТИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),капс. 250 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,СЛАВЯНСКАЯ АПТЕКА (RUS),капли глазные 0.25%: фл-капельн. 5 мл или 10 мл
ЛЕВОМИЦЕТИН,ФП ОБОЛЕНСКОЕ (RUS),"таб. 250 мг: 10, 20, 30, 40 или 50 шт."
ЛЕВОМИЦЕТИН,ФП ОБОЛЕНСКОЕ (RUS),"таб. 500 мг: 10, 20, 30, 40 или 50 шт."
ЛЕВОМИЦЕТИН,АНТИВИРАЛ НПО (RUS),таб. 500 мг: 20 шт.
ЛЕВОМИЦЕТИН,Щелковский Витаминный Завод (RUS),капс. 250 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,СИНТЕЗ (RUS),таб. 500 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,СИНТЕЗ (RUS),таб. 250 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,МИР-ФАРМ (RUS),"таб. 250 мг: 10, 20, 30, 40, 1000, 2000 или 3000 шт."
ЛЕВОМИЦЕТИН,МИР-ФАРМ (RUS),"таб. 500 мг: 10, 20, 30, 40, 1000, 2000 или 3000 шт."
ЛЕВОМИЦЕТИН,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),таб. 250 мг: 10 шт.
ЛЕВОМИЦЕТИН,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 25 мл
ЛЕВОМИЦЕТИН,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ р-р д/наружн. прим. спиртовой 1%: фл. 25 мл
ЛЕВОМИЦЕТИН,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ р-р д/наружн. прим. спиртовой 3%: фл. 25 мл
ЛЕВОМИЦЕТИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),капли глазные 0.25%: фл. 5 мл с капельн.
ЛЕВОМИЦЕТИН,ОБНОВЛЕНИЕ (RUS),◊ р-р д/наружн. прим. спиртовой 1%: фл. 25 мл
ЛЕВОМИЦЕТИН,ОБНОВЛЕНИЕ (RUS),◊ р-р д/наружн. прим. спиртовой 3%: фл. 25 мл
ЛЕВОМИЦЕТИН,ОБНОВЛЕНИЕ (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 25 мл
ЛЕВОМИЦЕТИН,ОБНОВЛЕНИЕ (RUS),◊ р-р д/наружн. прим. спиртовой 0.25%: фл. 25 мл
ЛЕВОМИЦЕТИН,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ р-р д/наружн. прим. спиртовой 0.25%: фл. 25 мл или 40 мл
ЛЕВОМИЦЕТИН,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ р-р д/наружн. прим. спиртовой 1%: фл. 25 мл или 40 мл
ЛЕВОМИЦЕТИН,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ р-р д/наружн. прим. спиртовой 3%: фл. 25 мл или 40 мл
ЛЕВОМИЦЕТИН,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 25 мл или 40 мл
ЛЕВОМИЦЕТИН,БИОСИНТЕЗ (RUS),таб. 500 мг: 20 шт.
ЛЕВОМИЦЕТИН,БИОТЭК МФПДК (RUS),таб. 500 мг: 20 шт.
ЛЕВОМИЦЕТИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),таб. 250 мг: 10 шт.
ЛЕВОМИЦЕТИН,БИОХИМИК (RUS),таб. 500 мг: 10 шт.
ЛЕВОМИЦЕТИН,БИОХИМИК (RUS),капс. 250 мг: 16 шт.
ЛЕВОМИЦЕТИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 250 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 500 мг: 10 или 20 шт.
ЛЕВОМИЦЕТИН,MAPICHEM (CHE),"таб., покр. оболочкой, 500 мг: 20 шт."
ЛЕВОМИЦЕТИН,WUHAN GRAND PHARMACEUTICAL GROUP (CHI),"таб., покр. оболочкой, 500 мг: 20 шт."
ЛЕВОМИЦЕТИН-АКОС,СИНТЕЗ (RUS),капли глазные 0.25%: фл-капельн. 5 мл
ЛЕВОМИЦЕТИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 10 шт.
ЛЕВОМИЦЕТИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),порошок д/пригот. р-ра д/в/м введения 1 г: фл. 10 шт.
ЛЕВОМИЦЕТИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),таб. 250 мг: 40 шт.
ЛЕВОМИЦЕТИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),таб. 500 мг: 40 шт.
ЛЕВОМИЦЕТИН-УБФ,УРАЛБИОФАРМ (RUS),"таб. 500 мг: 10, 20, 30 или 50 шт."
ЛЕВОМИЦЕТИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),капли глазные 0.25%: фл. 5 мл или 10 мл
ЛЕВОМИЦЕТИНА НАТРИЯ СУКЦИНАТ,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 5 или 10 шт.
ЛЕВОМИЦЕТИНА НАТРИЯ СУКЦИНАТ,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 5 или 10 шт.
ЛЕВОМИЦЕТИНА СУКЦИНАТ НАТРИЯ,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 1 шт. в компл. с растворителем
ЛЕВОМИЦЕТИНА СУКЦИНАТ НАТРИЯ,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/м введения 1 г: фл. 1 шт. в компл. с растворителем
ЛЕВОМИЦЕТИНА СУКЦИНАТ РАСТВОРИМЫЙ,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 5 или 10 шт.
ЛЕВОМИЦЕТИНА СУКЦИНАТ РАСТВОРИМЫЙ,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/инъекц. 1 г: фл. 5 или 10 шт.
ЛЕВОПРОНТ,HEINRICH MACK NACHF. (DEU),р-р-капли д/приема внутрь 60 мг/1 мл: фл. 15 мл с капельн.
ЛЕВОПРОНТ,HEINRICH MACK NACHF. (DEU),сироп 60 мг/10 мл: фл. 60 мл или 120 мл в компл. с мерным стаканом
ЛЕВОРИН,БИОСИНТЕЗ (RUS),таб. 500 тыс.ЕД: 25 шт.
ЛЕВОРИН,БИОТЭК МФПДК (RUS),таб. 500 тыс.ЕД: 25 шт.
ЛЕВОРИН,БИОСИНТЕЗ (RUS),мазь д/наружн. прим. 500 тыс.ЕД/1 г: туба 30 г
ЛЕВОРИН,БИОТЭК МФПДК (RUS),мазь д/наружн. прим. 500 тыс.ЕД/1 г: туба 30 г
ЛЕВОСИН®,НИЖФАРМ (RUS),"◊ мазь д/наружн. прим.: туба 40 г, банки 50 г или 100 г"
ЛЕВОТИРОКСИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 100 мкг: 10, 20, 25, 50 или 125 шт."
ЛЕВОТИРОКСИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 25 мкг: 10, 20, 25, 50 или 125 шт."
ЛЕВОТИРОКСИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"таб. 50 мкг: 10, 20, 25, 50 или 125 шт."
ЛЕВОФЛОКСАЦИН,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 250 мг: 5 или 10 шт."
ЛЕВОФЛОКСАЦИН,HETERO DRUGS Limited (IND),"таб., покр. оболочкой, 250 мг: 5 или 10 шт."
ЛЕВОФЛОКСАЦИН,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 500 мг: 5 или 10 шт."
ЛЕВОФЛОКСАЦИН,HETERO DRUGS Limited (IND),"таб., покр. оболочкой, 500 мг: 5 или 10 шт."
ЛЕВОФЛОКСАЦИН,ВЕРТЕКС (RUS),"таб., покр. пленочной обол., 500 мг: 5 шт."
ЛЕВУЛИН Л,Marvel LifeSciences (IND),сусп. д/инъекц. 40 ЕД/мл: фл. 10 мл
ЛЕВУЛИН Л,Marvel LifeSciences (IND),сусп. д/инъекц. 100 ЕД/мл: фл. 10 мл
ЛЕВУЛИН Н,Marvel LifeSciences (IND),сусп. д/инъекц. 40 ЕД/мл: фл. 10 мл
ЛЕВУЛИН Н,Marvel LifeSciences (IND),сусп. д/инъекц. 100 ЕД/мл: фл. 10 мл
ЛЕВУЛИН Р,Marvel LifeSciences (IND),р-р д/инъекц. 40 ЕД/мл: фл. 10 мл
ЛЕВУЛИН Р,Marvel LifeSciences (IND),р-р д/инъекц. 100 ЕД/мл: фл. 10 мл
ЛЕВУЛОЗА,Human Serum Production and Medicine Manufacturing (HUN),р-р д/инф. 10% (100 мг/1 мл): фл. 500 мл
ЛЕЙКЕРАН,ГлаксоСмитКляйн Трейдинг (RUS),"таб., покр. оболочкой, 2 мг: 25 шт."
ЛЕЙКЕРАН,EXELLA (DEU),"таб., покр. оболочкой, 2 мг: 25 шт."
ЛЕЙКИНФЕРОН,ИНТЕКОР НПФ (RUS),суппозитории рект. 40 тыс.МЕ: 10 шт.
ЛЕЙКОВОРИН ЛАХЕМА,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 10 мг: фл. 1 или 10 шт.
ЛЕЙКОВОРИН ЛАХЕМА,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 25 мг: фл. 1 или 10 шт.
ЛЕЙКОВОРИН ЛАХЕМА,PLIVA-LACHEMA (CS),р-р д/в/в введения 10 мг/мл: фл. 45 мл 1 или 5 шт.
ЛЕЙКОВОРИН ЛАХЕМА,PLIVA-LACHEMA (CS),р-р д/в/в введения 10 мг/мл: фл. 80 мл 1 шт.
ЛЕЙКОВОРИН-ЛЭНС,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 10 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 10 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 3 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 3 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 25 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 25 мг: фл. 5 шт. в компл. с растворителем
ЛЕЙКОВОРИН-ЛЭНС,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 30 мг: фл. 5 шт. в компл. с растворителем
