title,man,description
ЛОПЕРАМИД,СЕВЕРНАЯ ЗВЕЗДА (RUS),◊ капс. 2 мг: 20 шт.
ЛОПЕРАМИД-АКРИ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ капс. 2 мг: 10 или 20 шт.
ЛОПУХА КОРНЕЙ БРИКЕТ,ЭВАЛАР (RUS),◊ сырье-брикеты круглые 0.5 г: 6 шт.
ЛОПУХА КОРНИ,ЭВАЛАР (RUS),◊ сырье растительное измельченное 20 кг: мешки
ЛОРАГЕКСАЛ,HEXAL (DEU),"◊ таб. 10 мг: 7, 10, 14, 20, 21, 30, 35 или 50 шт."
ЛОРАЗИДИМ,EXIR PHARMACEUTICAL (IRA),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
ЛОРАЗИДИМ,EXIR PHARMACEUTICAL (IRA),порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 1 шт.
ЛОРАЗИДИМ,EXIR PHARMACEUTICAL (IRA),порошок д/пригот. р-ра д/в/в и в/м введения 2 г: фл. 1 шт.
ЛОРАКСОН,EXIR PHARMACEUTICAL (IRA),"порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт. в компл. с растворителем или без него, фл. 12 шт."
ЛОРАКСОН,EXIR PHARMACEUTICAL (IRA),"порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 1 шт. в компл. с растворителем или без него, фл. 12 шт."
ЛОРАТАДИН,NATUR PRODUKT EUROPE (NID),◊ таб. 10 мг: 10 шт.
ЛОРАТАДИН,БИОСИНТЕЗ (RUS),◊ таб. 10 мг: 10 или 20 шт.
ЛОРАТАДИН,МАКИЗ-ФАРМА (RUS),"◊ таб. 10 мг: 7, 10, 14, 20, 21 или 30 шт."
ЛОРАТАДИН,ВЕРОФАРМ (RUS),◊ таб. 10 мг: 10 шт.
ЛОРАТАДИН,"АПТЕКИ 36,6 (RUS)",◊ таб. 10 мг: 10 шт.
ЛОРАТАДИН,ОЗОН (RUS),◊ таб. 10 мг: 20 шт.
ЛОРАТАДИН,РОЗФАРМ (RUS),◊ таб. 10 мг: 10 шт.
ЛОРАТАДИН-ХЕМОФАРМ,HEMOFARM KONCERN (SCH),◊ таб. 10 мг: 10 шт.
ЛОРАТАДИН-ХЕМОФАРМ,HEMOFARM KONCERN (SCH),◊ таб. шипучие 10 мг: 10 или 20 шт.
ЛОРАТАДИН-ХЕМОФАРМ,HEMOFARM KONCERN (SCH),◊ сироп 5 мг/5 мл: 120 мл.
ЛОРАФЕН,TARCHOMIN PHARMACEUTICAL WORKS POLFA (POL),драже 1 мг: 25 шт.
ЛОРАФЕН,TARCHOMIN PHARMACEUTICAL WORKS POLFA (POL),драже 2.5 мг: 25 шт.
ЛОРВАС,TORRENT PHARMACEUTICALS (IND),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ЛОРИД®,UNIQUE PHARMACEUTICAL Laboratories (IND),◊ таб. 10 мг: 10 шт.
ЛОРИД®,J.B. Chemicals & Pharmaceuticals (IND),◊ таб. 10 мг: 10 шт.
ЛОРИД®,UNIQUE PHARMACEUTICAL Laboratories (IND),◊ сироп 5 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ЛОРИД®,J.B. Chemicals & Pharmaceuticals (IND),◊ сироп 5 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ЛОРИДИН,CADILA HEALTHCARE (IND),"◊ таб. 10 мг: 10, 20 или 100 шт."
ЛОРИДИН,CADILA HEALTHCARE (IND),◊ сусп. д/приема внутрь 5 мг/5 мл: фл. 30 мл или 100 мл
ЛОРИНДЕН® А,PHARMACEUTICAL WORKS JELFA (POL),мазь д/наружн. прим. 200 мкг+30 мг/1 г: туба 15 г
ЛОРИНДЕН® С,PHARMACEUTICAL WORKS JELFA (POL),мазь 200 мкг+30 мг/1 г: туба 15 г
ЛОРИСТА®,КРКА-РУС (RUS),"таб., покр. пленочной оболочкой, 25 мг: 14, 30, 60 или 90 шт."
ЛОРИСТА®,КРКА-РУС (RUS),"таб., покр. пленочной оболочкой, 50 мг: 14, 30, 60 или 90 шт."
ЛОРИСТА®,КРКА-РУС (RUS),"таб., покр. пленочной оболочкой, 100 мг: 14, 30, 60 или 90 шт."
ЛОРИСТА®,КРКА-РУС (RUS),"таб., покр. пленочной оболочкой, 12.5 мг: 14, 30, 60 или 90 шт."
ЛОРИСТА® Н,KRKA (SLO),"таб., покр. пленочной оболочкой, 50 мг+12.5 мг: 14, 28, 30, 56, 60, 84, 90 или 98 шт."
ЛОРИСТА® НД,KRKA (SLO),"таб., покр. пленочной оболочкой, 100 мг+25 мг: 14, 28, 30, 56, 60, 84, 90 или 98 шт."
ЛОСЕК,ASTRAZENECA (SWE),лиофилизат д/пригот. р-ра д/инф. 40 мг: фл. 5 шт.
ЛОСЕК МАПС,ASTRAZENECA (SWE),"таб., покр. оболочкой, 20 мг: 7, 14 или 28 шт."
ЛОСЕК МАПС,ASTRAZENECA (SWE),"таб., покр. оболочкой, 10 мг: 7, 14 или 28 шт."
ЛОТАРЕН,НИЖФАРМ (RUS),◊ суппозитории рект. 5 мг: 10 шт.
ЛОТАРЕН,НИЖФАРМ (RUS),◊ суппозитории рект. 10 мг: 10 шт.
ЛОТЕНЗИН,NOVARTIS FARMACEUTICA (SPN),"таб., покр. пленочной оболочкой, 5 мг: 14 или 28 шт."
ЛОТЕНЗИН,NOVARTIS FARMACEUTICA (SPN),"таб., покр. пленочной оболочкой, 20 мг: 14 или 28 шт."
ЛОТЕНЗИН,NOVARTIS FARMA (ITA),"таб., покр. пленочной оболочкой, 10 мг: 14 или 28 шт."
ЛОФОКС®,СИНТЕЗ (RUS),"таб., покр. оболочкой, 400 мг: 5 или 10 шт."
ЛОФОКС®,СИНТЕЗ (RUS),капли глазные 0.3%: фл. 5 мл
ЛОЦЕРИЛ,Laboratoires GALDERMA (FRA),◊ р-р д/наружн. прим. 5%: фл. 2.5 мл или 5 мл
ЛУАН,НИЖФАРМ (RUS),гель д/местн. прим. 1% (10 мг/1 г): туба 100 г
ЛУАН,L.Molteni & C.Dei Fratelli Alitti Societa Di Esercizio (ITA),гель д/местн. прим. 1% (10 мг/1 г): туба 100 г
ЛУАН,НИЖФАРМ (RUS),гель д/местн. прим. 2.5% (25 мг/1 г): туба 15 г в компл. с уретральн. удлинителем
ЛУАН,L.Molteni & C.Dei Fratelli Alitti Societa Di Esercizio (ITA),гель д/местн. прим. 2.5% (25 мг/1 г): туба 15 г в компл. с уретральн. удлинителем
ЛУВЕРИС®,INDUSTRIA FARMACEUTICA SERONO (ITA),"лиофилизат д/пригот. р-ра д/п/к введения 75 МЕ: фл. 1, 3 или 10 шт. в компл. с растворителем"
ЛУЦЕНТИС,NOVARTIS PHARMA (CHE),р-р д/внутриглазного введения 10 мг/мл: фл. 0.3 мл 1 шт.
ЛУЦЕНТИС,NOVARTIS PHARMA STEIN (CHE),р-р д/внутриглазного введения 10 мг/мл: фл. 0.3 мл 1 шт.
ЛУЦЕТАМ®,EGIS PHARMACEUTICALS (HUN),"таб., покр. оболочкой, 400 мг: 20, 30 или 60 шт."
ЛУЦЕТАМ®,EGIS PHARMACEUTICALS (HUN),"таб., покр. оболочкой, 800 мг: 30 шт."
ЛУЦЕТАМ®,EGIS PHARMACEUTICALS (HUN),"таб., покр. оболочкой, 1.2 г: 20 шт."
ЛУЦЕТАМ®,EGIS PHARMACEUTICALS (HUN),р-р д/в/в и в/м введения 1 г/5 мл: амп. 10 шт.
ЛУЦЕТАМ®,EGIS PHARMACEUTICALS (HUN),р-р д/в/в и в/м введения 3 г/15 мл: амп. 4 или 20 шт.
ЛЬНА СЕМЕНА,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,БАРНАУЛЬСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,КРАСНОДАРСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,ПЯТИГОРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,АСТРАХАНСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,ЕКАТЕРИНБУРГСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,КИРОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,Фармацевтическая ф-ка г. Копейск (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,ФИТОФАРМ-НН НЗЛП (RUS),◊ сырье растительное 50 г: пачки
ЛЬНА СЕМЕНА,НОВОСИБИРСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное 50 г: пачки
ЛЮГОЛЯ РАСТВОР С ГЛИЦЕРИНОМ,КАЗАНСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ р-р д/местн. прим. 1 г/100 г: фл. 25 г
ЛЮГОЛЯ РАСТВОР С ГЛИЦЕРИНОМ,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ р-р д/местн. прим. 1 г/100 г: фл. 25 г
ЛЮГОЛЯ РАСТВОР С ГЛИЦЕРИНОМ,ПЕРМФАРМАЦИЯ (RUS),◊ р-р д/местн. прим. 1 г/100 г: фл. 25 г
ЛЮГОЛЯ РАСТВОР С ГЛИЦЕРИНОМ,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),◊ р-р д/местн. прим. 1 г/100 г: фл. 25 г или 50 г
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 10 мг: 50 шт."
ЛЮДИОМИЛ®,NOVARTIS FARMACEUTICA (SPN),"таб., покр. оболочкой, 10 мг: 50 шт."
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 25 мг: 30 шт."
ЛЮДИОМИЛ®,NOVARTIS FARMACEUTICA (SPN),"таб., покр. оболочкой, 25 мг: 30 шт."
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 50 мг: 30 шт."
ЛЮДИОМИЛ®,NOVARTIS FARMACEUTICA (SPN),"таб., покр. оболочкой, 50 мг: 30 шт."
ЛЮДИОМИЛ®,NYCOMED AUSTRIA (AUT),концентрат д/пригот. р-ра д/инф. 25 мг/5 мл: амп. 10 шт.
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),концентрат д/пригот. р-ра д/инф. 25 мг/5 мл: амп. 10 шт.
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),"таб., покр. пленочной обол., 10 мг: 50 шт."
ЛЮДИОМИЛ®,NOVARTIS Saglik Gida ve Tarim Urunlery Sanayi ve Ticaret (TUR),"таб., покр. пленочной обол., 10 мг: 50 шт."
ЛЮДИОМИЛ®,NOVARTIS PHARMA (CHE),"таб., покр. пленочной обол., 25 мг: 30 или 100 шт."
ЛЮДИОМИЛ®,NOVARTIS Saglik Gida ve Tarim Urunlery Sanayi ve Ticaret (TUR),"таб., покр. пленочной обол., 25 мг: 30 или 100 шт."
ЛЮКРИН ДЕПО®,ABBOTT LABORATORIES (SPN),лиофилизат д/пригот. сусп. д/инъекц. 3.75 мг: фл. 1 шт. в компл. с растворителем и набором д/введения
ЛЮКРИН ДЕПО®,TAKEDA PHARMACEUTICAL COMPANY (JPN),лиофилизат д/пригот. сусп. д/инъекц. 3.75 мг: фл. 1 шт. в компл. с растворителем и набором д/введения
ЛЮКРИН ДЕПО®,BASF Corporation (DEU),лиофилизат д/пригот. сусп. д/инъекц. 3.75 мг: фл. 1 шт. в компл. с растворителем и набором д/введения
Люффель,Biologische Heilmittel Heel (DEU),
Люффель Н,Biologische Heilmittel Heel (DEU),
