title,man,description
ФАРМАСКИН ТГК,ФАРМАСКИН (RUS),"◊ крем д/наружн. прим. 8%: тубы 50 г, 100 г или 250 г"
ФАРМАСКИН ТГК,LICHT FAR EAST (S) (SGP),"◊ крем д/наружн. прим. 8%: тубы 50 г, 100 г или 250 г"
ФАРМАТЕКС,INNOTHERA CHOUZY (FRA),"◊ капс. вагин. 18.9 мг: 2, 4, 6 или 12 шт."
ФАРМАТЕКС,Laboratoire INNOTECH INTERNATIONAL (FRA),"◊ капс. вагин. 18.9 мг: 2, 4, 6 или 12 шт."
ФАРМАТЕКС,INNOTHERA CHOUZY (FRA),◊ таб. вагин. 20 мг: 12 шт.
ФАРМАТЕКС,Laboratoire INNOTECH INTERNATIONAL (FRA),◊ таб. вагин. 20 мг: 12 шт.
ФАРМАТЕКС,INNOTHERA CHOUZY (FRA),◊ крем вагин. 1.2% (12 мг/1 г): туба 72 г в компл. с аппликатором-дозатором
ФАРМАТЕКС,Laboratoire INNOTECH INTERNATIONAL (FRA),◊ крем вагин. 1.2% (12 мг/1 г): туба 72 г в компл. с аппликатором-дозатором
ФАРМАТЕКС,INNOTHERA CHOUZY (FRA),◊ суппозитории вагин. 18.9 мг: 5 или 10 шт.
ФАРМАТЕКС,Laboratoire INNOTECH INTERNATIONAL (FRA),◊ суппозитории вагин. 18.9 мг: 5 или 10 шт.
ФАРМАТЕКС,INNOTHERA CHOUZY (FRA),◊ тампоны вагин. 60 мг: 2 или 6 шт.
ФАРМАТЕКС,Laboratoire INNOTECH INTERNATIONAL (FRA),◊ тампоны вагин. 60 мг: 2 или 6 шт.
ФАРМОРУБИЦИН® БЫСТРОРАСТВОРИМЫЙ,PFIZER ITALIA (ITA),лиофилизат д/пригот. р-ра д/внутрисосудистого и внутрипузырного введения 10 мг: фл. в компл. с растворителем
ФАРМОРУБИЦИН® БЫСТРОРАСТВОРИМЫЙ,PFIZER ITALIA (ITA),лиофилизат д/пригот. р-ра д/внутрисосудистого и внутрипузырного введения 50 мг: фл.
ФАСПИК,ZAMBON SWITZERLAND (CHE),◊ гранулы д/пригот. р-ра д/приема внутрь мятные 200 мг/3 г: пак. 12 или 30 шт.
ФАСПИК,ZAMBON SWITZERLAND (CHE),◊ гранулы д/пригот. р-ра д/приема внутрь абрикосовые 400 мг/3 г: пак. 12 или 30 шт.
ФАСПИК,ZAMBON SWITZERLAND (CHE),гранулы д/пригот. р-ра д/приема внутрь мятно-анисовые 600 мг/3 г: пак. 12 или 30 шт.
ФАСПИК,ZAMBON (ITA),"◊ таб., покр. оболочкой, 400 мг: 6, 12, 24 или 30 шт."
ФАСПИК,ZAMBON SWITZERLAND (CHE),гранулы д/пригот. р-ра д/приема внутрь абрикосовые 600 мг/3 г: пак. 12 или 30 шт.
ФАСПИК,ZAMBON SWITZERLAND (CHE),◊ гранулы д/пригот. р-ра д/приема внутрь мятно-анисовые 400 мг/3 г: пак. 12 или 30 шт.
ФАСТУМ®,A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE (ITA),◊ гель д/наружн. прим. 2.5%: тубы 30 г или 50 г
ФАСТУМ®,A.MENARINI Manufacturing Logistics and Servicer (ITA),◊ гель д/наружн. прим. 2.5%: тубы 30 г или 50 г
ФЕБИХОЛ,SLOVAKOFARMA (SLR),◊капс. 100 мг: 50 шт.
ФЕБРОФИД®,MEDANA PHARMA (POL),◊ гель д/наружн. прим. 2.5%: тубы 30 г или 50 г
ФЕВАРИН®,SOLVAY PHARMACEUTICALS (NID),"таб., покр. оболочкой, 50 мг: 15, 20, 30, 40, 45, 60 или 80 шт."
ФЕВАРИН®,SOLVAY PHARMACEUTICALS (NID),"таб., покр. оболочкой, 100 мг: 15, 20, 30, 40, 45, 60 или 80 шт."
ФЕЗАМ®,BALKANPHARMA-DUPNITZA (BLG),капс. 400 мг+25 мг: 60 шт.
ФЕКСАДИН,RANBAXY LABORATORIES (IND),Фексофенадин
ФЕКСАДИН,RANBAXY LABORATORIES (IND),Фексофенадин
ФЕКСОФАСТ,MICRO LABS (IND),"◊ таб., покр. оболочкой, 120 мг: 10 шт."
ФЕКСОФАСТ,MICRO LABS (IND),"◊ таб., покр. оболочкой, 180 мг: 10 шт."
ФЕЛОДИП,IVAX Pharmaceuticals (CS),"таб. пролонгир. действия, покр. оболочкой, 2.5 мг: 30 или 100 шт."
ФЕЛОДИП,IVAX Pharmaceuticals (CS),"таб. пролонгир. действия, покр. оболочкой, 5 мг: 30 или 100 шт."
ФЕЛОДИП,IVAX Pharmaceuticals (CS),"таб. пролонгир. действия, покр. оболочкой, 10 мг: 30 или 100 шт."
ФЕЛОРАН,PHARMACHIM HOLDING EAD/SOPHARMA (BLG),суппозитории 25 мг: 6 шт.
ФЕЛОРАН,PHARMACHIM HOLDING EAD/SOPHARMA (BLG),суппозитории 50 мг: 6 шт.
ФЕЛОРАН,SOPHARMA (BLG),р-р д/в/м введения 75 мг/3 мл: амп. 10 шт.
ФЕМАРА®,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ФЕМАРА®,NOVARTIS PHARMA STEIN (CHE),"таб., покр. оболочкой, 2.5 мг: 30 шт."
ФЕМИЗОЛ,"SAGMEL, (USA)","◊ таб., покр. оболочкой, 500 мг+25 мг+15 мг: 24 шт."
ФЕМИНУС ЭДАС-101,"Холдинг ""ЭДАС"" (RUS)",Капли по 25 мл во флаконе или флакон-капельнице темного стекла в пачке картонной
ФЕМОДЕН,SCHERING (DEU),драже 30 мкг+75 мкг: 21 шт.
ФЕМОДЕН,SCHERING (DEU),драже 30 мкг+75 мкг: 21 шт.
ФЕМОСТОН®,SOLVAY PHARMACEUTICALS (NID),"таб., покр. оболочкой, двух видов: 28 шт. в календарн. уп., 1, 3 или 10 календарных упаковок; таб. розового цвета 2 мг: 14 шт.,; таб. светло-желтого цвета 2 мг+10 мг: 14 шт."
ФЕМОСТОН®,SOLVAY PHARMACEUTICALS (NID),"таб., покр. оболочкой, двух видов: 28 шт. в календарной уп., 1, 3 или 10 календарных упаковок; таб. белого цвета 1 мг: 14 шт.,; таб. серого цвета 1 мг+10 мг: 14 шт."
ФЕМОСТОН® 1/5,SOLVAY PHARMACEUTICALS (NID),"таб., покр. пленочной оболочкой, 1 мг+5 мг: 28 или 84 шт."
ФЕНАЗЕПАМ,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 1 мг: 50 шт.
ФЕНАЗЕПАМ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/в/в и в/м введения 1 мг/1 мл: амп. 10 шт.
ФЕНАЗЕПАМ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 1 мг: 50 шт.
ФЕНАЗЕПАМ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),таб. 500 мкг: 50 шт.
ФЕНАЗЕПАМ®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),таб. 1 мг: 50 шт.
ФЕНАЗЕПАМ®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),таб. 500 мкг: 50 шт.
ФЕНАЗЕПАМ®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),таб. 2.5 мг: 50 шт.
ФЕНАЗЕПАМ®,ДАЛЬХИМФАРМ (RUS),р-р д/в/в и в/м введения 1 мг/1 мл: амп. 10 шт.
ФЕНАЗИД®,ФАРМСИНТЕЗ (RUS),таб. 250 мг: 50 или 500 шт.
ФЕНИБУТ,БЕЛМЕДПРЕПАРАТЫ (BLR),таб. 250 мг: 20 шт.
ФЕНИБУТ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),таб. 250 мг: 20 шт.
ФЕНИБУТ-АНВИ,АНТИВИРАЛ НПО (RUS),"таб. 250 мг: 10, 20, 30 или 50 шт."
ФЕНИГИДИН,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),таб. 10 мг: 50 шт.
ФЕНИГИДИН,ЛУГАНСКИЙ ХФЗ (UKR),таб. 10 мг: 50 шт.
ФЕНИГИДИН,БЕЛМЕДПРЕПАРАТЫ (BLR),таб. 10 мг: 40 шт.
ФЕНИГИДИН,ФАРМПРОЕКТ (RUS),таб. 10 мг: 50 шт.
ФЕНИЛИН,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),таб. 30 мг: 20 или 50 шт.
ФЕНИСТИЛ®,NOVARTIS CONSUMER HEALTH (CHE),◊ капли д/приема внутрь 1 мг/1 мл: фл. 20 мл
ФЕНИСТИЛ®,NOVARTIS CONSUMER HEALTH (CHE),◊ гель д/наружн. прим. 0.1%: туба 30 г
ФЕНИСТИЛ® 24,NOVARTIS CONSUMER HEALTH (CHE),◊ капс. пролонгированного действия 4 мг: 10 шт.
ФЕНИСТИЛ® 24,FAMAR ITALIA (ITA),◊ капс. пролонгированного действия 4 мг: 10 шт.
ФЕНИСТИЛ® ПЕНЦИВИР,NOVARTIS PHARMA PRODUCTIONS (DEU),◊ крем д/наружн. прим. 1% (10 мг/1 г): тубы 2 г или 5 г
ФЕНКАРОЛ,OLAINFARM (LAT),порошок д/пригот. р-ра д/приема внутрь 10 мг/1 пак: пак. 15 шт.
ФЕНКАРОЛ,OLAINFARM (LAT),◊таб. 10 мг: 20 шт.
ФЕНКАРОЛ,OLAINFARM (LAT),◊ таб. 25 мг: 20 шт.
ФЕНОБАРБИТАЛ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),таб. 100 мг: 6 или 12 шт.
ФЕНОБАРБИТАЛ,ДАЛЬХИМФАРМ (RUS),таб. д/детей 5 мг
ФЕНОБАРБИТАЛ,ДАЛЬХИМФАРМ (RUS),таб. 100 мг: 12 шт.
ФЕНОБАРБИТАЛ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),таб. 100 мг: 6 шт.
ФЕНОБАРБИТАЛ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),таб. 50 мг: 6 шт.
ФЕНОКСИМЕТИЛПЕНИЦИЛЛИН БЕНЗАТИН ВАТХЭМ,ВАТХЭМ-ФАРМАЦИЯ (RUS),гранулы д/пригот. сусп. д/приема внутрь 400 тыс.ЕД/5 мл: фл. 30 г в компл. с дозир. ложкой
ФЕНОТРОПИЛ®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),таб. 100 мг: 10 или 30 шт.
ФЕНОТРОПИЛ®,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),таб. 50 мг: 10 или 30 шт.
ФЕНТАНИЛ,Государственный завод медицинских препаратов (RUS),р-р д/инъекц. 0.005% (50 мкг/1 мл): амп. 5 шт.
ФЕНТАНИЛ,Государственный завод медицинских препаратов (RUS),р-р д/инъекц. 0.005% (100 мкг/2 мл): амп. 5 шт.
ФЕНТАНИЛ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/в/в и в/м введения 50 мкг/1 мл: амп. 5 шт.
ФЕНТАНИЛ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/в/в и в/м введения 100 мкг/2 мл: амп. 5 шт.
ФЕНЮЛЬС,RANBAXY LABORATORIES (IND),капс.: 10 шт.
ФЕНЮЛЬС,RANBAXY LABORATORIES (IND),капс.: 30 шт.
ФЕНЮЛЬС КОМПЛЕКС,RANBAXY LABORATORIES (IND),капли д/приема внутрь 50 мг/1 мл: фл. 30 мл
ФЕНЮЛЬС КОМПЛЕКС,RANBAXY LABORATORIES (IND),сироп 50 мг/5 мл: фл. 150 мл
ФЕРЛАТУМ,ITALFARMACO (ITA),р-р д/приема внутрь 800 мг/15 мл: фл. 10 шт.
ФЕРЛАТУМ ФОЛ,ITALFARMACO (ITA),р-р д/приема внутрь 800 мг/15 мл и порошок 235 мкг/100 мг: фл. с колпачком-контейнером 10 или 20 шт.
ФЕРРЕТАБ® КОМП,LANNACHER HEILMITTEL (AUT),капс. пролонгир. действия 152.1 мг+500 мкг: 30 шт.
ФЕРРИ,EMCURE PHARMACEUTICALS (IND),сироп 50 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ФЕРРИ-ФОЛ,EMCURE PHARMACEUTICALS (IND),капс. 100 мг+550 мкг: 40 шт.
ФЕРРО-ФОЛЬГАММА®,WÖRWAG PHARMA (DEU),капс.: 20 или 50 шт.
ФЕРРО-ФОЛЬГАММА®,C.P.M.Contract Pharma (DEU),капс.: 20 или 50 шт.
ФЕРРОВИР,ТЕХНОМЕДСЕРВИС ЗАО ФП (RUS),р-р д/в/м введения 30 мг/2 мл: амп. 5 шт.
ФЕРРОВИР,ТЕХНОМЕДСЕРВИС ЗАО ФП (RUS),р-р д/в/м введения 75 мг/5 мл: амп. 5 шт.
ФЕРРОВИР,ТЕХНОМЕДСЕРВИС ЗАО ФП (RUS),р-р д/в/м введения 75 мг/5 мл: фл. 5 шт.
ФЕРРОВИР,ТЕХНОМЕДСЕРВИС ЗАО ФП (RUS),р-р д/в/м введения 30 мг/2 мл: фл. 5 шт.
ФЕРРОВИТ,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"◊ таб., покр. оболочкой: 30 шт."
ФЕРРОГЕМАТОГЕН,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),◊ пастилки жевательные: 50 г
ФЕРРОГРАДУМЕТ,ABBOTT LABORATORIES (GBR),"таб., покр. оболочкой, 325 мг: 30 шт."
ФЕРРОНАЛ 35,CTS Chemical Industries (ISR),◊сироп 300 мг/5 мл: фл. 110 мл
ФЕРРОПЛЕКС,BIOGAL Pharmaceutical Works (HUN),драже 50 мг+30 мг: 100 шт.
ФЕРРУМ ЛЕК®,LEK d.d. (SLO),таб. жевательные 100 мг: 30 шт.
ФЕРРУМ ЛЕК®,VIFOR (International) (CHE),таб. жевательные 100 мг: 30 шт.
ФЕРРУМ ЛЕК®,LEK d.d. (SLO),сироп 50 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ФЕРРУМ ЛЕК®,VIFOR (International) (CHE),сироп 50 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
ФЕРРУМ ЛЕК®,LEK d.d. (SLO),р-р д/в/м введен. 100 мг/2 мл: амп. 5 и 50 шт.
ФЕСТАЛ,PHARMAVISION San. Ve Tic. (TUR),◊ драже: 100 шт.
ФЕСТАЛ®,AVENTIS PHARMA (IND),"◊ драже: 20, 40, 60 или 100 шт."
ФЕСТАЛ®,AVENTIS PHARMA San. Ve Tic. (TUR),◊ драже: 20 или 100 шт.
ФЕСТАЛ®,PHARMAVISION San. Ve Tic. (TUR),◊ драже: 20 или 100 шт.
ФИБРИНОЛИЗИН,НПО МИКРОГЕН ФГУП (RUS),лиофилизат д/пригот. р-ра д/инф. 20 тыс.ЕД: фл.
ФИБРО-ВЕЙН,CP PHARMACEUTICALS (GBR),"р-р д/инъекц. 1% (20 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,STD PHARMACEUTICALS PRODUCTS (GBR),"р-р д/инъекц. 1% (20 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,CP PHARMACEUTICALS (GBR),"р-р д/инъекц. 0.5% (10 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,STD PHARMACEUTICALS PRODUCTS (GBR),"р-р д/инъекц. 0.5% (10 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,CP PHARMACEUTICALS (GBR),"р-р д/инъекц. 3% (60 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,STD PHARMACEUTICALS PRODUCTS (GBR),"р-р д/инъекц. 3% (60 мг/2 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,CP PHARMACEUTICALS (GBR),"р-р д/инъекц. 0.2% (10 мг/5 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,STD PHARMACEUTICALS PRODUCTS (GBR),"р-р д/инъекц. 0.2% (10 мг/5 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,CP PHARMACEUTICALS (GBR),"р-р д/инъекц. 3% (150 мг/5 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИБРО-ВЕЙН,STD PHARMACEUTICALS PRODUCTS (GBR),"р-р д/инъекц. 3% (150 мг/5 мл): амп. 5 шт., фл. 1 или 10 шт."
ФИЗИОМЕР,Laboratoires GOEMAR (FRA),◊ спрей назальный: баллон 135 мл в компл. с насадкой-распылителем
ФИЗИОМЕР,Laboratoires GOEMAR (FRA),◊ спрей назальный форте: баллон 210 мл в компл. с насадкой-распылителем
ФИЗИОМЕР,Laboratoires GOEMAR (FRA),◊ спрей назальный для детей: баллон 115 мл в компл. с насадкой-распылителем
ФИЗИОТЕНЗ®,SOLVAY PHARMACEUTICALS (DEU),"таб, покр. оболочкой, 200 мкг: 14, 28 или 98 шт."
ФИЗИОТЕНЗ®,SOLVAY PHARMACEUTICALS (DEU),"таб, покр. оболочкой, 300 мкг: 14, 28 или 98 шт."
ФИЗИОТЕНЗ®,SOLVAY PHARMACEUTICALS (DEU),"таб, покр. оболочкой, 400 мкг: 14, 28 или 98 шт."
ФИЛЬТРУМ-СТИ,СТИ-МЕД-СОРБ (RUS),"таб по 10,30,50,60 или 100 шт"
ФИНАЛГЕЛЬ®,BOEHRINGER INGELHEIM INTERNATIONAL (DEU),◊ гель д/наружн. прим. 5 мг/1 г: тубы 35 г или 50 г
ФИНАЛГЕЛЬ®,C.P.M.Contract Pharma (DEU),◊ гель д/наружн. прим. 5 мг/1 г: тубы 35 г или 50 г
ФИНАЛГОН®,BOEHRINGER INGELHEIM INTERNATIONAL (DEU),◊ мазь д/наружн. прим. 4 мг+25 мг/1 г: тубы 20 г
ФИНАЛГОН®,HAUPT PHARMA WOLFRATSHAUSEN (DEU),◊ мазь д/наружн. прим. 4 мг+25 мг/1 г: тубы 20 г
ФИНАСТ®,DR. REDDY`S LABORATORIES (IND),"таб., покр. оболочкой, 5 мг: 30 шт."
ФИНАСТЕРИД,ФП ОБОЛЕНСКОЕ (RUS),"таб., покр. оболочкой, 5 мг: 10 шт."
ФИНАСТЕРИД,OKASA PHARMA (IND),"таб., покр. оболочкой, 5 мг: 10 шт."
ФИНЛЕПСИН®,AWD.pharma (DEU),таб. 200 мг: 50 шт.
ФИНЛЕПСИН® РЕТАРД,AWD.pharma (DEU),"таб. пролонгир. действия 200 мг: 50, 100 или 200 шт."
ФИНЛЕПСИН® РЕТАРД,AWD.pharma (DEU),"таб. пролонгир. действия 400 мг: 50, 100 или 200 шт."
ФИНОПТИН,ORION CORPORATION (FIN),"таб., покр. оболочкой, 40 мг: 30 или 100 шт."
ФИНОПТИН,ORION CORPORATION (FIN),"таб., покр. оболочкой, 80 мг: 30 или 100 шт."
ФИНПРОС,KRKA (SLO),"таб., покр. пленочной оболочкой, 5 мг: 30 шт."
ФИНПРОС,KRKA (SLO),"таб., покр. пленочной оболочкой, 5 мг: 30 шт."
ФИНПРОС,КРКА-РУС (RUS),"таб., покр. пленочной оболочкой, 5 мг: 30 шт."
ФИТАНТИС,ФИРМА ЗДОРОВЬЕ (RUS),"◊ сбор растительный - сырье измельченное: пачки 35 г, 50 г, 75 г или 100 г"
ФИТАНТИС,ФИРМА ЗДОРОВЬЕ (RUS),◊ сбор растительный - порошок 2 г: фильтр-пакеты 10 шт.
ФИТО НОВО-СЕД®,ФАРМВИЛАР ФПК (RUS),◊ экстракт д/приема внутрь жидкий: фл. 50 мл или 100 мл
ФИТОВАЛ ШАМПУНЬ ПРОТИВ ВЫПАДЕНИЯ ВОЛОС,KRKA (SLO),"гликоген, пептиды пшеницы, экстракты розмарина (Rosmarinus officinalis) и арники горной (Arnica montana)."
ФИТОВИТ®,UNIQUE PHARMACEUTICAL Laboratories (IND),◊ капс.: 30 или 100 шт.
ФИТОВИТ®,J.B. Chemicals & Pharmaceuticals (IND),◊ капс.: 30 или 100 шт.
ФИТОЗИД,DABUR PHARMA (IND),концентрат д/пригот. р-ра д/инф. 100 мг/5 мл: фл. 1 шт.
ФИТОПЕКТОЛ №1 (ГРУДНОЙ СБОР №1),КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сбор растительный - сырье измельченное: пачки 35 г или 50 г
ФИТОПЕКТОЛ №2 (ГРУДНОЙ СБОР №2),КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сбор растительный - сырье измельченное: пачки 35 г или 50 г
ФИТОРЕЛАКС,NATUR PRODUKT EUROPE (NID),◊ таб. 150 мг+80 мг: 30 шт.
ФЛАГИЛ®,FAMAR LYON (FRA),"таб., покр. оболочкой, 250 мг: 20 шт."
ФЛАГИЛ®,SANOFI-AVENTIS France (FRA),"таб., покр. оболочкой, 250 мг: 20 шт."
ФЛАГИЛ®,RHÔNE-POULENC RORER (FRA),р-р д/инф. 500 мг/100 мл: фл.
ФЛАГИЛ®,HAUPT PHARMA LIVRON (FRA),◊ суппозитории вагин. 500 мг: 10 шт.
ФЛАГИЛ®,Laboratoires AVENTIS (FRA),◊ суппозитории вагин. 500 мг: 10 шт.
ФЛАМЕРИЛ,NOVARTIS ENTERPRISES PRIVATE (IND),"таб., покр. кишечнорастворимой обол., 25 мг: 20, 30 или 100 шт."
ФЛАМЕРИЛ,NOVARTIS ENTERPRISES PRIVATE (IND),"таб., покр. кишечнорастворимой обол., 50 мг: 20, 30 или 100 шт."
ФЛАМЕРИЛ К,NOVARTIS ENTERPRISES PRIVATE (IND),"таб., покр. обол., 25 мг: 20, 30 или 100 шт."
ФЛАМЕРИЛ К,NOVARTIS ENTERPRISES PRIVATE (IND),"таб., покр. обол., 50 мг: 20, 30 или 100 шт."
ФЛАМЕРИЛ РЕТАРД,NOVARTIS ENTERPRISES PRIVATE (IND),"таб. ретард, покр. обол., 75 мг: 20, 30 или 100 шт."
ФЛАМЕРИЛ РЕТАРД,NOVARTIS ENTERPRISES PRIVATE (IND),"таб. ретард, покр. обол., 100 мг: 20, 30 или 100 шт."
ФЛАРЕКС,ALCON-COUVREUR (BEL),сусп.-капли глазные 0.1%: фл.-капельн. 5 мл
ФЛЕБОДИА 600,Laboratoires INNOTHERA (FRA),"таб., покр. оболочкой, 600 мг: 15 или 30 шт."
