title,man,description
СЕДАКОРОН®,EBEWE PHARMA (AUT),конц. д/пригот. р-ра д/инф. 150 мг/3 мл: амп. 5 шт.
СЕДАЛ-М®,MILVE Pharmaceuticals (BLG),◊ таб.: 10 или 20 шт.
СЕДАЛ-М®,SOPHARMA (BLG),◊ таб.: 10 или 20 шт.
СЕДАЛИТ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),"таб., покр. пленочной обол., 300 мг: 50 шт."
СЕДАЛЬГИН-НЕО®,BALKANPHARMA-DUPNITZA (BLG),◊ таб.: 10 шт.
СЕДАТИВНЫЙ СБОР №2,ЗДОРОВЬЕ ФИРМА (RUS),◊ сбор растит. - порошок 2 г: фильтр-пак. 10 шт.
СЕДОПРАМ,SEDICO South Egypt Drug Industries (EGP),"таб., покр. оболочкой, 20 мг: 7 шт."
СЕДУКСЕН®,GEDEON RICHTER (HUN),р-р д/в/в и в/м введения 10 мг/2 мл: амп. 5 шт.
СЕДУКСЕН®,ГЕДЕОН РИХТЕР-РУС (RUS),таб. 5 мг: 20 шт.
СЕКНИДАЗОЛ,SEARLE produced by Ethypharm (FRA),"микрогранулы д/пригот. р-ра д/приема внутрь 250 мг: саше 1, 5 или 10 шт."
СЕКНИДАЗОЛ,SEARLE produced by Ethypharm (FRA),"микрогранулы д/пригот. р-ра д/приема внутрь 500 мг: саше 1, 5 или 10 шт."
СЕКНИДАЗОЛ,SEARLE produced by Ethypharm (FRA),"микрогранулы д/пригот. р-ра д/приема внутрь 2 г: саше 1, 5 или 10 шт."
СЕЛЕГИЛИН,CTS Chemical Industries (ISR),таб. 5 мг: 30 или 50 шт.
СЕЛЕМИЦИН,MEDOCHEMIE (KIP),р-р д/в/в и в/м введения 500 мг/2 мл: фл. 100 шт.
СЕЛЕН-АКТИВ,Завод экологической техники и экопитания «ДИОД» (RUS),
СЕЛЛСЕПТ,F.Hoffmann-La Roche (CHE),капс. 250 мг: 100 или 300 шт.
СЕЛЛСЕПТ,ROCHE (ITA),капс. 250 мг: 100 или 300 шт.
СЕЛЛСЕПТ,F.Hoffmann-La Roche (CHE),"таб., покр. оболочкой, 500 мг: 4, 50, 100, 150 или 500 шт."
СЕЛЛСЕПТ,ROCHE (ITA),"таб., покр. оболочкой, 500 мг: 4, 50, 100, 150 или 500 шт."
СЕЛМЕВИТ®,ФАРМСТАНДАРТ-УфаВИТА (RUS),"◊ таб., покр. оболочкой: 30 или 60 шт."
СЕМЕНТЕКС,MASTELLI (ITA),крем д/наружн. прим. 80 мг/25 г: туба
СЕМЕНТЕКС,MASTELLI (ITA),р-р д/в/м и п/к введения 5.625 мг/3 мл: амп. 5 шт.
СЕМПРЕКС,SmithKline Beecham Pharmaceuticals (GBR),◊ капс. 8 мг: 12 шт.
СЕНАДЕ,CIPLA (IND),◊ таб. 13.5 мг: 500 шт.
СЕНАДЕКСИН,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),◊ таб. 70 мг: 10 шт.
СЕНАЛЕКС,NABROS PHARMA (IND),◊ таб. 13.5 мг: 20 шт.
СЕННЫ ЛИСТА БРИКЕТ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье - брикеты круглые 8 г: 6 шт.
СЕННЫ ЛИСТА БРИКЕТ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье-брикеты плиточные (бандероли) 75 г: пачки
СЕННЫ ЛИСТЬЯ,ИВАН-ЧАЙ (RUS),◊ сырье растительное 50 г: пачки
СЕННЫ ЛИСТЬЯ,ИВАН-ЧАЙ (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,ТЕХМЕДСЕРВИС (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 20 шт.
СЕННЫ ЛИСТЬЯ,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное 50 г: пачки
СЕННЫ ЛИСТЬЯ,ОМСКАЯ ФАРМФАБРИКА (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,ФИТО-ЭМ аграрно-промышленная фирма (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,ФЛОРА-ФАРМ (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,МАГНОЛИЯ Сообщество МФП (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,ЛЕНМЕДСНАБ-ДОКТОР W (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,АПЕКС (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,АГРОФИТОФАРМ (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
СЕННЫ ЛИСТЬЯ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное 50 г: пачки
СЕННЫ ЛИСТЬЯ,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 20 шт.
СЕННЫ ЛИСТЬЯ,МАГНОЛИЯ Сообщество МФП (RUS),◊ сырье растительное 50 г: пачки
СЕННЫ ЭКСТРАКТ СУХОЙ,ВИФИТЕХ (RUS),◊ таб. 300 мг: 10 шт.
СЕНОРМ,Sun Pharmaceutical Industries (IND),таб. 250 мкг: 100 шт.
СЕНОРМ,Sun Pharmaceutical Industries (IND),таб. 1.5 мг: 100 шт.
СЕНОРМ,Sun Pharmaceutical Industries (IND),таб. 5 мг: 100 шт.
СЕНОРМ,Sun Pharmaceutical Industries (IND),р-р д/инъекц. 5 мг/1 мл: амп. 5 шт.
СЕНОРМ,Sun Pharmaceutical Industries (IND),р-р д/в/м введен. масляный 50 мг/1 мл: амп. 5 шт.
СЕНСИГЕЛЬ,PIERRE FABRE MEDICAMENT (FRA),гель д/зубов: туба 50 мл
СЕНСИГЕЛЬ,А/О ПЬЕР ФАБР (RUS),гель д/зубов: туба 50 мл
СЕПРОТИН,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введения 500 МЕ: фл. 1 шт. в компл. с растворителем
СЕПРОТИН,BAXTER (AUT),лиофилизат д/пригот. р-ра д/в/в введения 1000 МЕ: фл. 1 шт. в компл. с растворителем
СЕПТАНЕСТ С АДРЕНАЛИНОМ,SEPTODONT (FRA),р-р д/инъекц. 40 мг+5 мкг/1 мл: картридж 1.8 мл 5 шт.
СЕПТАНЕСТ С АДРЕНАЛИНОМ,SEPTODONT (FRA),р-р д/инъекц. 40 мг+10 мкг/1 мл: картридж 1.8 мл 5 шт.
СЕПТОГАЛ,JADRAN Galenski Laboratorij (HOR),◊ таб. д/рассасывания: 20 или 30 шт.
СЕПТОЛЕТЕ®,KRKA (SLO),◊ пастилки: 30 шт.
СЕПТОЛЕТЕ® Д,KRKA (SLO),◊ пастилки без сахара: 30 шт.
СЕПТОЛЕТЕ® НЕО,KRKA (SLO),◊ пастилки яблочные 1.2 мг: 18 шт.
СЕПТОЛЕТЕ® НЕО,KRKA (SLO),◊ пастилки лимонные 1.2 мг: 18 шт.
СЕПТОЛЕТЕ® НЕО,KRKA (SLO),◊ пастилки черешневые 1.2 мг: 18 шт.
СЕПТОЛЕТЕ® ПЛЮС,KRKA (SLO),◊ пастилки: 30 шт.
СЕРАЛИН,Eczacibasi Ilac Sanayi ve Ticaret (TUR),капс. 50 мг: 14 шт.
СЕРАЛИН,Eczacibasi Ilac Sanayi ve Ticaret (TUR),капс. 100 мг: 14 шт.
СЕРДОЛ,LaborMed Pharma (RUM),"таб. 50 мг: 20, 30 или 60 шт."
СЕРДОЛ,LaborMed Pharma (RUM),"таб. 100 мг: 20, 30 или 60 шт."
СЕРДОЛЕКТ,H.LUNDBECK (DNK),"таб., покр. оболочкой, 4 мг:  30 шт."
СЕРДОЛЕКТ,H.LUNDBECK (DNK),"таб., покр. оболочкой, 12 мг: 28  шт."
СЕРДОЛЕКТ,H.LUNDBECK (DNK),"таб., покр. оболочкой, 16 мг 28  шт."
СЕРДОЛЕКТ,H.LUNDBECK (DNK),"таб., покр. оболочкой, 20 мг:  28  шт."
СЕРЕВЕНТ,GLAXO WELLCOME PRODUCTION (FRA),аэрозоль д/ингал. дозир. 25 мкг/1 доза: ингаляторы 60 доз или 120 доз
СЕРЕВЕНТ,ГлаксоСмитКляйн Трейдинг (RUS),аэрозоль д/ингал. дозир. 25 мкг/1 доза: ингаляторы 60 доз или 120 доз
СЕРЕНАТА,TORRENT PHARMACEUTICALS (IND),"таб, покр. оболочкой, 50 мг: 30  шт."
СЕРЕНАТА,TORRENT PHARMACEUTICALS (IND),"таб, покр. оболочкой, 100 мг: 30 шт."
СЕРЕТИД®,GLAXO WELLCOME GROUP (GBR),аэрозоль д/ингал. дозированный 25 мкг+50 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД®,GlaxoSmithKline Pharmaceuticals (POL),аэрозоль д/ингал. дозированный 25 мкг+50 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД®,GLAXO WELLCOME GROUP (GBR),аэрозоль д/ингал. дозированный 25 мкг+125 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД®,GlaxoSmithKline Pharmaceuticals (POL),аэрозоль д/ингал. дозированный 25 мкг+125 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД®,GLAXO WELLCOME GROUP (GBR),аэрозоль д/ингал. дозированный 25 мкг+250 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД®,GlaxoSmithKline Pharmaceuticals (POL),аэрозоль д/ингал. дозированный 25 мкг+250 мкг/1 доза: ингаляторы 120 доз.
СЕРЕТИД® МУЛЬТИДИСК,GLAXO OPERATIONS UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+100 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЕТИД® МУЛЬТИДИСК,GLAXO WELLCOME UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+100 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЕТИД® МУЛЬТИДИСК,GLAXO OPERATIONS UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+250 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЕТИД® МУЛЬТИДИСК,GLAXO WELLCOME UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+250 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЕТИД® МУЛЬТИДИСК,GLAXO OPERATIONS UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+500 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЕТИД® МУЛЬТИДИСК,GLAXO WELLCOME UK LIMITED (GBR),порошок д/ингал. дозированный 50 мкг+500 мкг/1 доза: ингаляторы 28 или 60 доз
СЕРЛИФТ,RANBAXY LABORATORIES (IND),"таб, покр. пленочной оболочкой, 50 мг: 10 шт."
СЕРЛИФТ,RANBAXY LABORATORIES (IND),"таб, покр. пленочной оболочкой, 100 мг: 10 шт."
СЕРМИОН®,PHARMACIA & UPJOHN (ITA),"таб., покр. сахарной оболочкой, 10 мг: 50 шт."
СЕРМИОН®,PHARMACIA ITALIA (ITA),"таб., покр. оболочкой, 5 мг: 30 шт."
СЕРМИОН®,PHARMACIA ITALIA (ITA),лиофилизат д/пригот. р-ра д/инъекц. 4 мг: фл. 4 шт. в компл. с растворителем
СЕРМИОН®,PHARMACIA ITALIA (ITA),"таб., покр. оболочкой, 10 мг: 50 шт."
СЕРМИОН®,PHARMACIA ITALIA (ITA),"таб., покр. оболочкой, 30 мг: 30 шт."
СЕРОКВЕЛЬ,ASTRAZENECA UK (GBR),"таб., покр. оболочкой, 25 мг: 60 шт."
СЕРОКВЕЛЬ,ASTRAZENECA UK (GBR),"таб., покр. оболочкой, 100 мг: 60 шт."
СЕРОКВЕЛЬ,ASTRAZENECA UK (GBR),"таб., покр. оболочкой, 200 мг: 60 шт."
СЕРОКВЕЛЬ,ASTRAZENECA UK (GBR),"таб., покр. оболочкой: 10 шт. в комб. уп.; 1 комб. уп:; таб. персикового цвета 25 мг: 6 шт.; таб. желтого цвета 100 мг: 3 шт.; таб. белого цвета 200 мг: 1 шт."
СЕРТИКАН®,NOVARTIS PHARMA (CHE),таб. диспергируемые 250 мкг: 50 шт.
СЕРТИКАН®,NOVARTIS PHARMA STEIN (CHE),таб. диспергируемые 250 мкг: 50 шт.
СЕРТИКАН®,NOVARTIS PHARMA (CHE),таб. диспергируемые 100 мкг: 50 шт.
СЕРТИКАН®,NOVARTIS PHARMA STEIN (CHE),таб. диспергируемые 100 мкг: 50 шт.
СЕРТИКАН®,NOVARTIS PHARMA (CHE),таб. 250 мкг: 60 шт.
